backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
jax-keras,lstm,simple,100,64,42,0,1.4200682640075684,434.8756866455078,1.8228769302368164,24570.0
