epoch,loss,accuracy,val_loss,val_accuracy,epoch_time
0,2.1875,0.18412499129772186,2.0,0.28393709659576416,6.3563127517700195
1,1.9765625,0.281499981880188,1.9765625,0.35240843892097473,2.5557422637939453
2,1.8828125,0.3166249990463257,1.9453125,0.3633559048175812,2.54718279838562
3,1.84375,0.33834999799728394,1.921875,0.3711186349391937,2.7934281826019287
4,1.8125,0.3512749969959259,1.8984375,0.38604697585105896,2.6425390243530273
5,1.796875,0.35740000009536743,1.8828125,0.39321258664131165,2.5117173194885254
6,1.7734375,0.362199991941452,1.875,0.39440685510635376,2.53620982170105
7,1.765625,0.3687499761581421,1.875,0.3971934914588928,2.4199564456939697
8,1.7578125,0.37222498655319214,1.859375,0.39769110083580017,2.421311616897583
9,1.75,0.3750250041484833,1.875,0.4018710255622864,2.4029667377471924
10,1.75,0.3765749931335449,1.84375,0.3980891704559326,2.676687717437744
11,1.7421875,0.37927499413490295,1.84375,0.4028662443161011,2.4213907718658447
12,1.7421875,0.3767249882221222,1.8359375,0.40883758664131165,2.8738157749176025
13,1.7421875,0.37929999828338623,1.84375,0.40585193037986755,2.6612961292266846
14,1.734375,0.37929999828338623,1.84375,0.40903663635253906,2.4051551818847656
15,1.734375,0.38292500376701355,1.859375,0.4072452187538147,2.738743543624878
16,1.7265625,0.3824499845504761,1.8359375,0.4082404375076294,2.4477179050445557
17,1.734375,0.3802250027656555,1.8203125,0.4084394872188568,2.6444549560546875
18,1.7265625,0.3823999762535095,1.8125,0.4102309048175812,2.7192351818084717
19,1.7265625,0.3794499933719635,1.8203125,0.4126194417476654,2.7775542736053467
20,1.7265625,0.38304999470710754,1.8203125,0.4107285141944885,2.3936171531677246
21,1.734375,0.38237500190734863,1.859375,0.41082802414894104,2.3912129402160645
22,1.7265625,0.38522499799728394,1.8125,0.41112658381462097,2.3534536361694336
23,1.71875,0.38672497868537903,1.8359375,0.41112658381462097,2.6430552005767822
24,1.7265625,0.38282498717308044,1.8125,0.41222134232521057,2.434532642364502
25,1.7265625,0.38304999470710754,1.8203125,0.4105294644832611,2.49644136428833
26,1.7265625,0.38292500376701355,1.8203125,0.40664809942245483,2.7068281173706055
27,1.7265625,0.3827749788761139,1.8203125,0.409335196018219,2.4061527252197266
28,1.71875,0.3865000009536743,1.8359375,0.40983280539512634,2.6462883949279785
29,1.71875,0.3872999846935272,1.8359375,0.41411226987838745,2.3907244205474854
30,1.71875,0.3853999972343445,1.8203125,0.4112261235713959,2.6372649669647217
31,1.71875,0.38454997539520264,1.8125,0.41500797867774963,2.457777738571167
32,1.71875,0.3889999985694885,1.84375,0.41401273012161255,2.7617688179016113
33,1.71875,0.3888999819755554,1.859375,0.4137141704559326,2.4687771797180176
34,1.71875,0.3865250051021576,1.8359375,0.4112261235713959,2.8602194786071777
35,1.71875,0.3873499929904938,1.8359375,0.41182324290275574,2.4763190746307373
36,1.71875,0.38850000500679016,1.8203125,0.41620224714279175,2.8407042026519775
37,1.7109375,0.38874998688697815,1.84375,0.41421177983283997,2.6422171592712402
38,1.71875,0.3866249918937683,1.8359375,0.41182324290275574,2.7633354663848877
39,1.71875,0.3850249946117401,1.8203125,0.4154060482978821,2.3728435039520264
40,1.71875,0.38975000381469727,1.8125,0.4115246832370758,2.612427234649658
41,1.71875,0.3849499821662903,1.8203125,0.4106289744377136,2.6073310375213623
42,1.71875,0.3861749768257141,1.8203125,0.41500797867774963,2.654515027999878
43,1.71875,0.38819998502731323,1.8359375,0.4125199019908905,2.7335915565490723
44,1.71875,0.3877750039100647,1.8203125,0.4104299545288086,2.434695243835449
45,1.71875,0.3870999813079834,1.8203125,0.4127189517021179,2.3198294639587402
46,1.71875,0.3883249759674072,1.8125,0.4145103693008423,2.379025936126709
47,1.7109375,0.3919000029563904,1.8203125,0.41490843892097473,2.4495065212249756
48,1.71875,0.38705000281333923,1.796875,0.41222134232521057,2.4513461589813232
