backend,model_type,model_complexity,precision,epochs,batch_size,seed,gpu_ids,definition_time,training_time,testing_time,gpu_2_memory_total
jax-keras,mlp,complex,fp32,100,64,45,2,0.03213310241699219,180.7940981388092,6.687589406967163,81920.0
