backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
jax,lstm,simple,100,64,44,0,3.3185079097747803,462.2806921005249,0.6504573822021484,24570.0
