backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
tf-keras,mlp,simple,100,64,43,0,1.1324336528778076,260.26945757865906,2.2923848628997803,24570.0
