backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
tf-keras,cnn,simple,100,64,44,0,1.148515224456787,371.4203462600708,3.6511449813842773,24570.0
