backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
jax-keras,mlp,simple,100,64,42,0,0.6227588653564453,143.79688692092896,1.6871163845062256,24570.0
