backend,model_type,model_complexity,precision,epochs,batch_size,seed,gpu_ids,definition_time,training_time,testing_time,gpu_2_memory_total
jax-keras,lstm,simple,mixed_bf16,100,64,44,2,0.028869152069091797,320.90547943115234,2.4241795539855957,81920.0
