backend,model_type,model_complexity,precision,epochs,batch_size,seed,gpu_ids,definition_time,training_time,testing_time,gpu_2_memory_total
jax,lstm,complex,fp32,100,64,42,2,7.969235897064209,957.8070149421692,4.6099677085876465,81920.0
