timestamp,gpu_2_utilization,gpu_2_memory_used,gpu_2_power,epoch
5.292621612548828,18.0,61315.0,65.84,0.0
6.026215076446533,10.0,61315.0,66.62,0.0
6.797200679779053,7.0,61315.0,65.94,0.0
7.551393270492554,21.0,61315.0,65.94,0.0
12.541435480117798,0.0,61315.0,65.83,
12.886627435684204,3.0,61315.0,66.03,
13.226819276809692,3.0,61315.0,65.73,
17.406852960586548,4.0,61317.0,65.84,1.0
18.20488452911377,3.0,61317.0,65.73,1.0
18.991026401519775,1.0,61317.0,66.83,1.0
19.83070182800293,5.0,61317.0,65.74,1.0
21.527561902999878,0.0,61317.0,65.25,
21.89278483390808,3.0,61317.0,65.34,
22.251699447631836,3.0,61317.0,65.93,
24.4935462474823,9.0,61317.0,65.33,2.0
25.282954931259155,7.0,61317.0,65.34,2.0
26.059657335281372,5.0,61317.0,65.34,2.0
26.825424432754517,1.0,61317.0,65.33,2.0
28.474623918533325,3.0,61317.0,65.43,
28.81239628791809,0.0,61317.0,65.33,
29.15449023246765,3.0,61317.0,65.54,
31.347915410995483,11.0,61317.0,65.74,3.0
32.1234667301178,8.0,61317.0,65.43,3.0
32.89449977874756,6.0,61317.0,66.52,3.0
33.6986780166626,5.0,61317.0,65.33,3.0
35.35696196556091,3.0,61317.0,65.43,
35.703815937042236,3.0,61317.0,65.34,
36.048662185668945,0.0,61317.0,65.33,
38.24221992492676,0.0,61317.0,65.44,4.0
39.005874156951904,0.0,61317.0,65.83,4.0
39.855721950531006,0.0,61317.0,65.43,4.0
40.6364266872406,0.0,61317.0,65.43,4.0
42.29933428764343,1.0,61317.0,66.63,
42.64569973945618,0.0,61317.0,65.33,
43.00902795791626,3.0,61317.0,65.34,
45.23078536987305,0.0,61317.0,65.54,5.0
46.04192638397217,0.0,61317.0,65.43,5.0
46.81151509284973,11.0,61317.0,65.84,5.0
47.58122968673706,7.0,61317.0,65.33,5.0
49.21976017951965,3.0,61317.0,65.83,
49.568496227264404,3.0,61317.0,65.55,
49.90815806388855,0.0,61317.0,65.44,
52.129507064819336,1.0,61317.0,65.65,6.0
52.91034150123596,0.0,61317.0,65.63,6.0
53.68835401535034,0.0,61317.0,65.52,6.0
54.45060157775879,11.0,61317.0,65.63,6.0
56.08481192588806,0.0,61317.0,65.63,
56.42945456504822,3.0,61317.0,65.54,
56.76952147483826,1.0,61317.0,65.73,
58.99462342262268,4.0,61317.0,65.43,7.0
59.770310401916504,1.0,61317.0,65.63,7.0
60.54488158226013,0.0,61317.0,65.44,7.0
61.30671715736389,0.0,61317.0,65.43,7.0
62.954862117767334,0.0,61317.0,65.55,
63.29688477516174,3.0,61317.0,65.65,
63.64214110374451,3.0,61317.0,65.55,
65.81989693641663,4.0,61317.0,65.63,8.0
66.6316556930542,4.0,61317.0,65.63,8.0
67.39103412628174,0.0,61317.0,65.74,8.0
68.17198514938354,0.0,61317.0,65.84,8.0
69.80848050117493,0.0,61317.0,65.52,
70.1572597026825,0.0,61317.0,65.65,
70.50402927398682,4.0,61317.0,66.33,
72.77664804458618,0.0,61317.0,65.54,9.0
73.58669996261597,0.0,61317.0,65.52,9.0
74.40175104141235,0.0,61317.0,65.85,9.0
75.22059488296509,0.0,61317.0,65.84,9.0
76.8560209274292,1.0,61317.0,66.42,
77.19959735870361,0.0,61317.0,65.74,
77.53736448287964,3.0,61317.0,65.63,
79.748455286026,10.0,61317.0,65.84,10.0
80.53871178627014,9.0,61317.0,65.94,10.0
81.30400323867798,5.0,61317.0,65.83,10.0
82.06890535354614,1.0,61317.0,66.23,10.0
