epoch,loss,accuracy,val_loss,val_accuracy,epoch_time
0,1.7226499319076538,0.3735249936580658,1.6005859375,0.4175955355167389,19.33951425552368
1,1.4715635776519775,0.4765249788761139,1.8056640625,0.41401273012161255,7.478369474411011
2,1.3568780422210693,0.5261250138282776,1.529296875,0.4665605127811432,6.595810413360596
3,1.278622031211853,0.5533999800682068,1.48046875,0.49303343892097473,6.154632806777954
4,1.2198984622955322,0.5722999572753906,1.4794921875,0.49651673436164856,6.302566766738892
5,1.16793954372406,0.5912249684333801,1.4365234375,0.5085589289665222,6.636938095092773
6,1.130182147026062,0.6059249639511108,1.623046875,0.49333202838897705,6.186635971069336
7,1.090565800666809,0.6222249865531921,1.646484375,0.4854697585105896,6.620037317276001
8,1.0498861074447632,0.6370999813079834,1.9677734375,0.40794187784194946,6.112955093383789
9,1.0193504095077515,0.6473249793052673,1.826171875,0.44018709659576416,6.160337209701538
10,0.9876866936683655,0.6550999879837036,1.4775390625,0.521596372127533,6.133718729019165
11,0.9509412050247192,0.6678249835968018,1.537109375,0.531050980091095,6.120217323303223
12,0.922865629196167,0.6782999634742737,1.376953125,0.5465764403343201,6.3168559074401855
13,0.8957033157348633,0.6900999546051025,1.5478515625,0.5264729261398315,6.247661828994751
14,0.8600083589553833,0.7009999752044678,1.5966796875,0.496914803981781,6.022802829742432
15,0.831710696220398,0.7110249996185303,1.5302734375,0.5288614630699158,6.323027610778809
16,0.8006687760353088,0.7203750014305115,1.45703125,0.5414012670516968,6.32138991355896
17,0.7716994881629944,0.7311750054359436,1.939453125,0.4760151207447052,6.353414535522461
18,0.7380541563034058,0.7424749732017517,1.5009765625,0.5527468323707581,6.284943103790283
19,0.7181590795516968,0.7503499984741211,1.3896484375,0.5659832954406738,6.3026039600372314
20,0.6863625049591064,0.7612749934196472,1.494140625,0.5637937784194946,6.2176291942596436
21,0.6655303239822388,0.7662749886512756,1.6796875,0.5549362897872925,6.204290151596069
22,0.6432204842567444,0.7757499814033508,1.4833984375,0.5633957386016846,6.1001877784729
23,0.618204653263092,0.7817749977111816,1.8427734375,0.5050756335258484,6.104980945587158
24,0.5915727615356445,0.7922250032424927,1.7578125,0.5259753465652466,6.164285659790039
25,0.5719704627990723,0.7980999946594238,1.76953125,0.5223925113677979,6.172289848327637
26,0.554947555065155,0.8042749762535095,2.150390625,0.49223726987838745,6.086146354675293
27,0.5299692153930664,0.8142499923706055,1.689453125,0.5591162443161011,6.2546844482421875
28,0.512921929359436,0.8200500011444092,1.916015625,0.5062699317932129,6.361807107925415
29,0.48784711956977844,0.8282749652862549,1.8037109375,0.5252786874771118,6.152336597442627
30,0.47478073835372925,0.8304499983787537,1.767578125,0.558917224407196,6.376940965652466
31,0.4487542510032654,0.8445749878883362,2.38671875,0.5103503465652466,6.326344728469849
32,0.445206880569458,0.8439750075340271,2.0390625,0.5299562215805054,6.305819272994995
33,0.42505937814712524,0.8499499559402466,2.296875,0.49343153834342957,6.28381609916687
34,0.41394057869911194,0.8535249829292297,2.33984375,0.5017914175987244,6.2186439037323
35,0.39926183223724365,0.8592249751091003,2.013671875,0.5236862897872925,6.082728385925293
36,0.3872469663619995,0.8629999756813049,1.88671875,0.5378184914588928,6.215323448181152
37,0.37496238946914673,0.8685500025749207,1.9775390625,0.5559315085411072,6.297881126403809
38,0.3704616129398346,0.8672499656677246,1.9794921875,0.5381170511245728,6.163095712661743
39,0.34944868087768555,0.8770999908447266,2.396484375,0.5006966590881348,6.071228504180908
40,0.3516751229763031,0.8747749924659729,2.125,0.5553343892097473,6.511316537857056
41,0.337264746427536,0.8808499574661255,2.8671875,0.5012937784194946,6.089954853057861
42,0.32685843110084534,0.883899986743927,1.9775390625,0.5295581221580505,6.51009464263916
43,0.31810715794563293,0.88714998960495,2.171875,0.5410031676292419,6.704455852508545
44,0.3037619888782501,0.8913499712944031,2.3359375,0.5212977528572083,6.490347385406494
45,0.312240332365036,0.8894000053405762,2.322265625,0.5300557613372803,6.245879411697388
46,0.298114150762558,0.8948999643325806,2.546875,0.5042794942855835,6.189403295516968
47,0.2921409010887146,0.8965999484062195,2.923828125,0.5171178579330444,6.293027639389038
48,0.28969186544418335,0.8976999521255493,2.357421875,0.5190087556838989,6.141760349273682
49,0.27358734607696533,0.9024499654769897,2.64453125,0.5074641704559326,6.006330728530884
50,0.26391342282295227,0.9065999984741211,2.7578125,0.5067675113677979,6.164633274078369
