timestamp,gpu_2_utilization,gpu_2_memory_used,gpu_2_power
2.074786424636841,0,80385.1875,69.744
3.0759127140045166,0,80387.1875,69.647
4.078169107437134,0,80387.1875,69.767
5.079869031906128,0,80387.1875,69.475
6.081002235412598,0,80387.1875,70.231
7.082396030426025,0,80387.1875,69.939
8.08353328704834,0,80387.1875,69.841
9.084664583206177,0,80387.1875,69.549
10.09664011001587,0,80387.1875,69.646
11.097645282745361,0,80387.1875,69.572
12.098771810531616,0,80387.1875,69.355
13.099876642227173,0,80387.1875,69.186
14.100918054580688,53,80409.1875,86.501
15.102019309997559,57,80413.1875,104.153
16.10304856300354,0,80413.1875,68.798
17.104114294052124,0,80413.1875,68.701
18.105193376541138,0,80413.1875,68.506
19.10629367828369,0,80413.1875,68.506
20.107414960861206,0,80413.1875,68.701
21.108524799346924,50,80423.1875,108.1
22.10960030555725,61,80423.1875,105.926
23.11070942878723,61,80423.1875,109.436
24.11182999610901,61,80423.1875,109.42
25.11361789703369,24,80423.1875,68.713
26.114694118499756,8,80423.1875,68.701
27.11581826210022,0,80423.1875,70.284
28.1168954372406,0,80423.1875,69.879
29.117982387542725,61,80423.1875,106.618
30.11934208869934,61,80423.1875,106.398
31.12043309211731,60,80423.1875,109.145
32.12152361869812,61,80423.1875,111.29
33.122562885284424,33,80423.1875,68.991
34.12362575531006,61,80423.1875,107.72
35.12471604347229,63,80423.1875,106.327
36.12582230567932,62,80423.1875,104.082
37.12609934806824,61,80423.1875,111.193
38.12715291976929,0,80423.1875,104.872
39.1282320022583,59,80423.1875,108.259
40.12927603721619,59,80423.1875,108.951
41.13036274909973,59,80423.1875,110.404
42.131075620651245,59,80423.1875,105.939
43.13213062286377,0,80423.1875,110.141
44.13351583480835,57,80423.1875,103.888
45.13460564613342,58,80423.1875,101.883
46.1356635093689,58,80423.1875,103.073
47.1367506980896,58,80423.1875,103.815
48.13783288002014,43,80423.1875,109.048
49.13894200325012,61,80423.1875,112.577
50.1400191783905,61,80423.1875,107.285
51.14112591743469,61,80423.1875,107.469
52.142191648483276,34,80423.1875,96.77
53.14328217506409,62,80423.1875,109.651
54.14434623718262,62,80423.1875,107.649
55.14543533325195,63,80423.1875,107.808
56.146564960479736,62,80423.1875,108.453
57.1476411819458,28,80423.1875,107.797
58.14872193336487,61,80423.1875,109.182
59.14982843399048,62,80423.1875,113.479
60.15092158317566,62,80423.1875,109.214
61.15198564529419,39,80423.1875,93.85
62.1520779132843,59,80423.1875,104.652
63.153071641922,59,80423.1875,104.432
64.15410447120667,59,80423.1875,107.421
65.15514254570007,59,80423.1875,103.267
66.15679168701172,48,80423.1875,92.553
67.15786266326904,44,80423.1875,106.328
68.15901064872742,62,80423.1875,109.145
69.16011023521423,62,80423.1875,110.432
70.16117310523987,61,80423.1875,109.351
71.16222095489502,29,80423.1875,94.529
72.16306781768799,59,80423.1875,111.472
73.16445994377136,60,80423.1875,110.938
74.165522813797,59,80423.1875,105.661
75.16661095619202,59,80423.1875,107.927
76.16766405105591,33,80423.1875,69.207
77.16876697540283,59,80423.1875,101.688
78.169837474823,58,80423.1875,105.366
79.17093300819397,58,80423.1875,111.083
80.17202615737915,57,80423.1875,100.839
81.17210292816162,24,80423.1875,96.502
82.17317795753479,60,80423.1875,106.301
83.17490720748901,61,80423.1875,112.564
84.17630505561829,61,80423.1875,109.642
85.17742276191711,59,80423.1875,113.159
86.17882347106934,12,80423.1875,103.57
87.18050765991211,59,80423.1875,104.554
88.18158984184265,60,80423.1875,106.813
89.1826958656311,59,80423.1875,109.739
90.18373394012451,60,80423.1875,74.03
91.18480634689331,59,80423.1875,108.696
92.18590903282166,59,80423.1875,106.619
93.18726086616516,59,80423.1875,105.429
94.18879413604736,59,80423.1875,108.101
95.1898558139801,34,80423.1875,95.734
96.19094467163086,60,80423.1875,105.123
97.1920394897461,60,80423.1875,112.673
98.19310212135315,61,80423.1875,109.291
99.19418835639954,57,80423.1875,107.783
100.19524931907654,18,80423.1875,107.409
101.19635891914368,61,80423.1875,110.432
102.1974413394928,61,80423.1875,106.399
103.19853496551514,60,80423.1875,105.795
104.19960141181946,61,80423.1875,106.46
105.20067715644836,61,80423.1875,109.152
106.20174360275269,61,80423.1875,108.647
107.20283555984497,61,80423.1875,107.076
108.2039406299591,61,80423.1875,111.663
109.20497798919678,35,80423.1875,73.032
110.20604658126831,59,80423.1875,106.911
111.20711994171143,61,80423.1875,111.522
112.2082130908966,60,80423.1875,106.91
113.209303855896,60,80423.1875,107.089
114.21036791801453,34,80423.1875,113.062
115.21144938468933,60,80423.1875,108.757
116.21249175071716,60,80423.1875,106.155
117.21359539031982,60,80423.1875,106.896
118.2148790359497,53,80423.1875,92.79
119.21596479415894,60,80423.1875,113.256
120.21708655357361,61,80423.1875,108.004
121.2181658744812,61,80423.1875,112.563
122.21923589706421,61,80423.1875,112.37
123.22027063369751,32,80423.1875,69.782
124.22136616706848,61,80423.1875,106.288
125.22245073318481,60,80423.1875,111.277
126.2235963344574,60,80423.1875,111.221
127.22469782829285,61,80423.1875,107.285
128.2257525920868,59,80423.1875,105.138
129.22683429718018,61,80423.1875,105.732
130.2278869152069,61,80423.1875,109.339
131.22897958755493,60,80423.1875,106.425
132.23002314567566,35,80423.1875,94.436
133.23108768463135,60,80423.1875,109.583
134.23215413093567,60,80423.1875,107.42
135.2332112789154,60,80423.1875,108.756
136.2343020439148,60,80423.1875,112.301
137.23533010482788,24,80423.1875,69.977
138.23637223243713,60,80423.1875,107.078
139.2374620437622,60,80423.1875,111.776
140.23855185508728,61,80423.1875,105.9
141.23960041999817,60,80423.1875,107.408
142.24066543579102,60,80423.1875,109.048
143.24177241325378,61,80423.1875,110.237
144.24286365509033,61,80423.1875,108.903
145.24396014213562,61,80423.1875,109.68
146.24552965164185,26,80423.1875,94.206
147.2465898990631,61,80423.1875,112.164
148.24764037132263,61,80423.1875,110.598
149.24889540672302,62,80423.1875,108.951
150.2499442100525,59,80423.1875,111.774
151.2510039806366,36,80423.1875,108.17
152.25209712982178,62,80423.1875,106.972
153.25331115722656,61,80423.1875,108.988
154.25438594818115,61,80423.1875,112.273
155.2557725906372,31,80423.1875,95.98
156.2568440437317,62,80423.1875,114.834
157.25789189338684,61,80423.1875,107.006
158.25894618034363,62,80423.1875,114.251
159.25999093055725,61,80423.1875,112.301
160.26103281974792,12,80423.1875,70.476
161.26210165023804,62,80423.1875,109.874
162.26317191123962,61,80423.1875,108.1
163.26422762870789,62,80423.1875,109.351
164.2652623653412,61,80423.1875,113.754
165.26631259918213,59,80423.1875,113.003
166.26735472679138,60,80423.1875,110.53
167.2684030532837,59,80423.1875,103.85
168.26946663856506,60,80423.1875,107.7
169.27008366584778,21,80423.1875,96.098
170.27113151550293,60,80423.1875,108.356
171.27217936515808,60,80423.1875,111.895
172.27322387695312,60,80423.1875,111.79
173.27427220344543,60,80423.1875,106.328
174.27531719207764,9,80423.1875,110.791
175.2763707637787,61,80423.1875,112.078
176.2776222229004,61,80423.1875,106.424
177.2786943912506,59,80423.1875,113.547
178.2800097465515,60,80423.1875,78.831
179.2811758518219,61,80423.1875,108.392
180.2822241783142,62,80423.1875,109.583
181.28327441215515,59,80423.1875,106.619
182.28431510925293,59,80423.1875,111.87
183.2850787639618,34,80423.1875,97.592
184.28619813919067,59,80423.1875,112.315
185.2872428894043,59,80423.1875,108.891
186.28828692436218,60,80423.1875,105.732
187.2893340587616,59,80423.1875,108.502
188.29038214683533,31,80423.1875,110.391
189.29208421707153,59,80423.1875,111.679
190.29313468933105,60,80423.1875,112.204
191.2941915988922,59,80423.1875,107.409
192.29523301124573,60,80423.1875,111.179
193.2963137626648,59,80423.1875,112.302
194.29739022254944,61,80423.1875,105.926
195.2984836101532,59,80423.1875,112.273
196.29957818984985,59,80423.1875,106.631
197.30096459388733,32,80423.1875,96.025
198.30231976509094,60,80423.1875,104.36
199.3033995628357,60,80423.1875,107.479
200.30449056625366,59,80423.1875,109.145
201.30559468269348,60,80423.1875,114.238
202.3066463470459,12,80423.1875,70.866
203.3076946735382,59,80423.1875,108.586
204.3087387084961,59,80423.1875,107.867
205.30978798866272,60,80423.1875,109.877
206.31085109710693,59,80423.1875,108.489
207.3118987083435,60,80423.1875,110.362
208.31294083595276,59,80423.1875,112.37
209.31398725509644,60,80423.1875,103.96
210.31503200531006,59,80423.1875,107.934
211.3160879611969,59,80423.1875,98.252
212.31717348098755,60,80423.1875,108.404
213.3183035850525,60,80423.1875,108.668
214.3193714618683,61,80423.1875,109.348
215.3205976486206,60,80423.1875,106.231
216.3216359615326,32,80423.1875,91.514
217.32288765907288,60,80423.1875,103.57
218.32395887374878,59,80423.1875,109.68
219.32506370544434,59,80423.1875,111.701
220.32615661621094,60,80423.1875,108.003
221.32722163200378,38,80423.1875,108.988
222.32843255996704,61,80423.1875,113.269
223.3295271396637,60,80423.1875,107.105
224.3306233882904,59,80423.1875,108.987
225.33172416687012,57,80423.1875,97.495
226.3327820301056,60,80423.1875,105.842
227.3338963985443,60,80423.1875,112.369
228.3349905014038,61,80423.1875,111.373
229.33608078956604,60,80423.1875,108.696
230.3377435207367,32,80423.1875,70.573
231.33880734443665,63,80423.1875,115.361
232.33990383148193,63,80423.1875,112.602
233.3409924507141,63,80423.1875,110.403
234.34202194213867,63,80423.1875,76.767
235.34306406974792,63,80423.1875,109.251
236.34414625167847,61,80423.1875,113.546
237.34521532058716,62,80423.1875,108.619
238.34627175331116,61,80423.1875,112.757
239.3472979068756,35,80423.1875,70.756
240.34833812713623,61,80423.1875,109.809
241.34938168525696,62,80423.1875,109.954
242.35041904449463,57,80423.1875,110.614
243.3510763645172,63,80423.1875,112.897
244.3521225452423,62,80423.1875,109.31
245.3531632423401,62,80423.1875,109.376
246.3542046546936,62,80423.1875,110.529
247.35523915290833,63,80423.1875,111.355
248.3560745716095,35,80423.1875,97.948
249.35716605186462,63,80423.1875,110.695
250.3582375049591,62,80423.1875,109.048
251.35932731628418,62,80423.1875,109.436
252.36041522026062,62,80423.1875,114.433
253.36145949363708,62,80423.1875,109.181
254.36250138282776,63,80423.1875,108.295
255.36353874206543,62,80423.1875,110.682
256.36457419395447,61,80423.1875,109.72
257.3650789260864,30,80423.1875,98.544
258.3661439418793,61,80423.1875,108.1
259.3672204017639,61,80423.1875,110.121
260.36831188201904,60,80423.1875,106.993
261.3693859577179,60,80423.1875,112.81
262.3704435825348,9,80423.1875,107.539
263.371541261673,57,80423.1875,111.132
264.37261748313904,61,80423.1875,106.437
265.37369322776794,60,80423.1875,108.572
266.3747344017029,61,80423.1875,83.153
267.3762288093567,59,80423.1875,111.901
268.3773081302643,61,80423.1875,107.512
269.3783826828003,60,80423.1875,115.719
270.379501581192,60,80423.1875,109.473
271.38053607940674,26,80423.1875,98.75
272.3816177845001,58,80423.1875,109.905
273.3826947212219,58,80423.1875,105.755
274.383749961853,58,80423.1875,110.694
275.3848373889923,58,80423.1875,106.522
276.3858857154846,22,80423.1875,106.121
277.3878197669983,59,80423.1875,109.02
278.38890266418457,58,80423.1875,110.793
279.3900029659271,59,80423.1875,105.745
280.3910958766937,58,80423.1875,104.749
281.39297103881836,43,80423.1875,106.437
282.39403462409973,58,80423.1875,107.906
283.39510798454285,58,80423.1875,111.582
284.3961853981018,58,80423.1875,107.408
285.3972198963165,58,80423.1875,71.558
286.39830446243286,59,80423.1875,106.86
287.3994069099426,59,80423.1875,106.265
288.40052247047424,58,80423.1875,107.967
289.4016258716583,59,80423.1875,107.178
290.40207982063293,21,80423.1875,97.657
291.4031207561493,58,80423.1875,109.777
292.4041690826416,58,80423.1875,110.955
293.405211687088,59,80423.1875,113.838
294.4062647819519,59,80423.1875,108.715
295.40732312202454,26,80423.1875,71.365
296.4083697795868,58,80423.1875,109.348
297.4094078540802,59,80423.1875,112.577
298.4104428291321,58,80423.1875,112.204
299.41148042678833,59,80423.1875,112.37
300.41253638267517,38,80423.1875,104.944
301.41357612609863,57,80423.1875,104.652
302.4146213531494,57,80423.1875,106.509
303.415655374527,59,80423.1875,106.729
304.4161036014557,57,80423.1875,105.732
305.41718769073486,39,80423.1875,110.791
306.41827940940857,61,80423.1875,108.757
307.41940546035767,59,80423.1875,111.622
308.42051815986633,60,80423.1875,109.572
309.42108273506165,47,80423.1875,100.232
310.42217683792114,62,80423.1875,108.294
311.42323756217957,63,80423.1875,113.114
312.42433166503906,62,80423.1875,112.593
313.4254369735718,63,80423.1875,111.105
314.4264872074127,60,80423.1875,107.858
315.42787981033325,60,80423.1875,110.237
316.4289298057556,61,80423.1875,106.883
317.4299705028534,61,80423.1875,109.873
318.4311375617981,26,80423.1875,99.127
319.4321928024292,62,80423.1875,114.433
320.43328404426575,62,80423.1875,109.116
321.4343726634979,63,80423.1875,113.353
322.4354462623596,61,80423.1875,110.905
323.4364993572235,37,80423.1875,113.715
324.4376046657562,62,80423.1875,113.837
325.43872237205505,63,80423.1875,115.786
326.4398274421692,62,80423.1875,111.619
327.44088554382324,24,80423.1875,98.881
328.44200015068054,60,80423.1875,105.794
329.44304490089417,61,80423.1875,109.278
330.44409012794495,61,80423.1875,110.343
331.44515085220337,60,80423.1875,108.355
332.44620394706726,32,80423.1875,113.324
333.4472541809082,60,80423.1875,108.988
334.44829416275024,60,80423.1875,109.213
335.4499957561493,60,80423.1875,114.105
336.45102643966675,61,80423.1875,73.141
337.4522044658661,63,80423.1875,109.603
338.4532799720764,62,80423.1875,111.193
339.45437574386597,63,80423.1875,109.63
340.4554650783539,63,80423.1875,111.9
341.45650267601013,13,80423.1875,71.364
342.45757937431335,62,80423.1875,110.359
343.4586355686188,64,80423.1875,112.078
344.4597418308258,63,80423.1875,110.89
345.46076917648315,57,80423.1875,110.302
346.46184182167053,61,80423.1875,108.404
347.4629371166229,61,80423.1875,112.809
348.4640371799469,61,80423.1875,108.474
349.465126991272,62,80423.1875,110.972
350.46607208251953,33,80423.1875,71.753
351.46710443496704,62,80423.1875,113.948
352.4681317806244,62,80423.1875,116.217
353.469167470932,63,80423.1875,115.777
354.47007298469543,62,80423.1875,107.927
355.47111535072327,59,80423.1875,112.994
356.472158908844,60,80423.1875,107.263
357.4731912612915,60,80423.1875,108.49
358.4742217063904,60,80423.1875,114.044
359.47527289390564,24,80423.1875,98.75
360.47633695602417,62,80423.1875,110.209
361.47743225097656,62,80423.1875,115.428
362.4785215854645,62,80423.1875,110.262
363.4802038669586,62,80423.1875,109.153
364.48125886917114,22,80423.1875,112.035
365.4823000431061,64,80423.1875,110.137
366.48334288597107,64,80423.1875,114.53
367.4843852519989,64,80423.1875,116.01
368.48507952690125,23,80423.1875,99.333
369.4861466884613,59,80423.1875,107.421
370.4871971607208,60,80423.1875,111.787
371.488249540329,60,80423.1875,111.015
372.4892909526825,59,80423.1875,108.744
373.49034333229065,22,80423.1875,107.311
374.4913868904114,60,80423.1875,106.923
375.4924330711365,60,80423.1875,107.008
376.4934792518616,61,80423.1875,110.841
377.4948432445526,58,80423.1875,71.55
378.49589943885803,63,80423.1875,115.331
379.49696040153503,64,80423.1875,111.582
380.4980080127716,63,80423.1875,117.589
381.4990644454956,63,80423.1875,113.062
382.5002112388611,33,80423.1875,107.105
383.5012536048889,63,80423.1875,108.716
384.50230073928833,63,80423.1875,116.015
385.5037171840668,62,80423.1875,111.305
386.5047791004181,26,80423.1875,96.305
387.50586104393005,60,80423.1875,109.117
388.50770020484924,60,80423.1875,112.164
389.5087912082672,60,80423.1875,109.376
390.50986981391907,59,80423.1875,108.052
391.51111245155334,12,80423.1875,71.06
392.5122220516205,59,80423.1875,108.641
393.51394629478455,59,80423.1875,112.496
394.51504373550415,60,80423.1875,108.752
395.5160837173462,61,80423.1875,110.112
396.51716232299805,61,80423.1875,111.609
397.51821398735046,61,80423.1875,110.391
398.51929664611816,60,80423.1875,105.996
399.520387172699,60,80423.1875,109.699
400.5210852622986,31,80423.1875,97.009
401.52215003967285,60,80423.1875,107.87
402.5232298374176,61,80423.1875,106.253
403.52432012557983,60,80423.1875,109.808
404.52540850639343,59,80423.1875,111.647
405.52646040916443,17,80423.1875,109.712
406.52766394615173,63,80423.1875,112.563
407.52875089645386,64,80423.1875,111.084
408.529837846756,63,80423.1875,112.417
409.53089022636414,51,80423.1875,98.544
410.53195667266846,62,80423.1875,108.425
411.53316497802734,61,80423.1875,109.242
412.5342411994934,62,80423.1875,108.003
413.53531980514526,62,80423.1875,110.294
414.536358833313,10,80423.1875,108.695
415.5378704071045,61,80423.1875,112.273
416.5389440059662,62,80423.1875,107.7
417.540016412735,61,80423.1875,112.741
418.54110956192017,61,80423.1875,97.397
419.54206705093384,62,80423.1875,106.302
420.543071269989,61,80423.1875,113.45
421.544065952301,62,80423.1875,108.121
422.5450704097748,61,80423.1875,113.754
423.54611706733704,18,80423.1875,108.198
424.5472047328949,61,80423.1875,107.614
425.54829144477844,62,80423.1875,115.251
426.54938650131226,61,80423.1875,108.619
427.5509400367737,62,80423.1875,92.476
428.55202627182007,60,80423.1875,110.334
429.5531315803528,61,80423.1875,107.482
430.5542314052582,61,80423.1875,108.259
431.55550932884216,61,80423.1875,112.674
432.5565481185913,36,80423.1875,71.656
433.5576412677765,61,80423.1875,107.517
434.55902671813965,60,80423.1875,108.668
435.56011867523193,60,80423.1875,112.369
436.5612213611603,60,80423.1875,110.334
