timestamp,epoch,gpu_2_utilization,gpu_2_memory_used,gpu_2_power
10.304444313049316,0,17.0,805.0,73.41
20.175951957702637,0,18.0,805.0,65.54
30.293412923812866,0,17.0,805.0,70.94
40.00081157684326,0,15.0,805.0,65.95
40.14248275756836,0,15.0,805.0,67.03
54.54294300079346,1,17.0,805.0,66.44
64.25366115570068,1,18.0,805.0,70.97
74.2315936088562,1,18.0,805.0,65.54
84.02972364425659,1,17.0,805.0,67.42
84.16230797767639,1,1.0,805.0,70.78
98.54522204399109,2,18.0,805.0,66.25
108.59972167015076,2,17.0,805.0,66.15
118.46395802497864,2,19.0,805.0,65.85
128.2138786315918,2,16.0,805.0,65.85
128.3478865623474,2,16.0,805.0,66.84
142.53351187705994,3,18.0,805.0,80.7
152.55570578575134,3,19.0,805.0,70.57
162.49883556365967,3,18.0,805.0,70.78
172.43575167655945,3,19.0,805.0,68.6
172.56672024726868,3,1.0,805.0,65.84
186.67138290405273,4,16.0,805.0,66.05
196.56325912475586,4,17.0,805.0,84.77
206.23357272148132,4,19.0,805.0,65.55
216.20913529396057,4,17.0,805.0,66.34
216.34469270706177,4,1.0,805.0,68.81
230.48490738868713,5,19.0,805.0,68.12
240.14183592796326,5,18.0,805.0,73.12
249.8171317577362,5,19.0,805.0,66.44
259.6670308113098,5,19.0,805.0,65.86
259.802433013916,5,7.0,805.0,65.55
273.975533246994,6,10.0,805.0,67.33
283.6177270412445,6,10.0,805.0,67.33
293.3365490436554,6,17.0,805.0,65.95
303.0440773963928,6,19.0,805.0,77.24
303.17695212364197,6,6.0,805.0,65.74
317.3984622955322,7,14.0,805.0,79.22
327.0323393344879,7,13.0,805.0,72.35
336.8824796676636,7,14.0,805.0,76.48
346.52322936058044,7,14.0,805.0,73.6
346.65538024902344,7,14.0,805.0,65.35
360.89562344551086,8,18.0,805.0,79.91
370.7352156639099,8,18.0,805.0,77.36
380.4317157268524,8,18.0,805.0,66.34
390.2713243961334,8,18.0,805.0,66.05
390.4011480808258,8,10.0,805.0,66.34
404.6184265613556,9,17.0,805.0,66.44
414.2507667541504,9,16.0,805.0,73.62
424.0014250278473,9,18.0,805.0,66.05
433.8109312057495,9,18.0,805.0,71.77
433.94415760040283,9,6.0,805.0,66.05
448.0467245578766,10,18.0,805.0,66.54
457.6716287136078,10,20.0,805.0,66.24
467.50220918655396,10,17.0,805.0,66.74
477.3218765258789,10,16.0,805.0,83.08
477.4563844203949,10,16.0,805.0,65.54
491.59328150749207,11,16.0,805.0,83.96
501.40402245521545,11,14.0,805.0,67.7
511.17995142936707,11,18.0,805.0,87.0
520.9980273246765,11,18.0,805.0,68.23
521.1347846984863,11,6.0,805.0,67.33
535.3600752353668,12,15.0,805.0,67.23
545.1864438056946,12,12.0,805.0,65.95
554.8031442165375,12,18.0,805.0,65.84
564.4749245643616,12,14.0,805.0,66.05
564.6055686473846,12,14.0,805.0,67.13
578.7177612781525,13,11.0,805.0,66.25
588.3492660522461,13,18.0,805.0,66.34
598.145941734314,13,18.0,805.0,67.23
607.7721302509308,13,18.0,805.0,65.85
607.9116225242615,13,6.0,805.0,67.72
621.857991695404,14,20.0,805.0,67.42
631.5012435913086,14,20.0,805.0,67.33
641.3412981033325,14,18.0,805.0,66.92
651.1757166385651,14,18.0,805.0,66.44
651.3045110702515,14,6.0,805.0,66.84
665.4578859806061,15,19.0,805.0,66.92
675.0776588916779,15,18.0,805.0,65.76
684.7270596027374,15,18.0,805.0,65.74
694.360844373703,15,18.0,805.0,65.65
694.4939873218536,15,6.0,805.0,66.14
708.4824872016907,16,18.0,805.0,75.49
718.1287643909454,16,18.0,805.0,75.47
727.767320394516,16,18.0,805.0,72.62
737.6030833721161,16,18.0,805.0,68.62
737.7382941246033,16,9.0,805.0,65.44
752.01873087883,17,17.0,805.0,65.96
761.8352134227753,17,19.0,805.0,77.54
771.6648993492126,17,17.0,805.0,69.67
781.4941844940186,17,16.0,805.0,66.94
781.6270544528961,17,16.0,805.0,69.48
795.8117411136627,18,18.0,805.0,65.44
805.4384262561798,18,18.0,805.0,86.22
815.3072171211243,18,18.0,805.0,65.96
825.1130876541138,18,19.0,805.0,73.7
825.2422454357147,18,3.0,805.0,65.84
839.3929507732391,19,18.0,805.0,79.82
849.0165445804596,19,19.0,805.0,73.73
858.7054300308228,19,20.0,805.0,66.05
868.3460619449615,19,20.0,805.0,65.54
868.4773287773132,19,7.0,805.0,65.95
882.5576066970825,20,18.0,805.0,72.25
892.1887822151184,20,20.0,805.0,68.21
901.8271214962006,20,20.0,805.0,67.42
911.4633903503418,20,19.0,805.0,66.83
911.589432477951,20,1.0,805.0,67.42
925.5376179218292,21,19.0,805.0,68.31
935.1834480762482,21,18.0,805.0,69.3
944.8156101703644,21,19.0,805.0,67.04
954.4792966842651,21,18.0,805.0,73.63
954.6181077957153,21,5.0,805.0,66.54
968.7386934757233,22,18.0,805.0,72.05
978.3851706981659,22,18.0,805.0,75.11
988.0515782833099,22,19.0,805.0,74.59
997.851616859436,22,18.0,805.0,66.74
997.9764761924744,22,4.0,805.0,68.11
1012.184047460556,23,18.0,805.0,65.35
1022.0089704990387,23,19.0,805.0,66.44
1031.8722167015076,23,17.0,805.0,65.65
1041.6928443908691,23,19.0,805.0,74.97
1041.820826292038,23,7.0,805.0,65.65
1056.0744287967682,24,17.0,805.0,66.35
1065.9362094402313,24,19.0,805.0,65.74
1075.8042855262756,24,18.0,805.0,67.03
1085.6356239318848,24,18.0,805.0,66.15
1085.7623736858368,24,4.0,805.0,66.63
1099.9304761886597,25,18.0,805.0,71.75
1109.7656960487366,25,18.0,805.0,68.91
1119.61376786232,25,18.0,805.0,69.38
1129.2515587806702,25,18.0,805.0,67.91
1129.3786840438843,25,6.0,805.0,69.98
1143.3574817180634,26,18.0,805.0,65.65
1153.2235095500946,26,18.0,805.0,65.75
1162.84406375885,26,18.0,805.0,65.85
1172.4700694084167,26,20.0,805.0,78.93
1172.6017200946808,26,8.0,805.0,66.05
1186.9138717651367,27,18.0,805.0,67.72
1196.7821929454803,27,19.0,805.0,77.85
1206.4204783439636,27,20.0,805.0,73.34
1216.115844488144,27,11.0,805.0,65.65
1216.2432942390442,27,11.0,805.0,65.85
1230.3491983413696,28,18.0,805.0,79.91
1240.2636444568634,28,15.0,805.0,68.41
1249.9572536945343,28,19.0,805.0,66.14
1259.8337774276733,28,18.0,805.0,66.24
1259.9621858596802,28,5.0,805.0,66.54
1274.2537157535553,29,18.0,805.0,79.5
1283.9681327342987,29,20.0,805.0,68.62
1293.8747673034668,29,11.0,805.0,65.65
1303.5863020420074,29,18.0,805.0,87.16
1303.7194635868073,29,1.0,805.0,65.65
1317.704112291336,30,18.0,805.0,66.44
1327.5289452075958,30,18.0,805.0,66.44
1337.339334487915,30,18.0,805.0,83.08
1347.1463096141815,30,15.0,805.0,66.34
1347.2777724266052,30,15.0,805.0,67.72
1361.5429556369781,31,17.0,805.0,74.49
1371.4385550022125,31,14.0,805.0,65.65
1381.092372894287,31,15.0,805.0,65.95
1390.6768507957458,31,18.0,805.0,72.06
1390.8095455169678,31,10.0,805.0,66.14
1404.989444732666,32,13.0,805.0,65.65
1414.8959546089172,32,19.0,805.0,76.46
1424.5468368530273,32,19.0,805.0,84.24
1434.196525812149,32,18.0,805.0,82.76
1434.3225145339966,32,4.0,805.0,65.85
1448.3043360710144,33,20.0,805.0,66.15
1458.1344652175903,33,18.0,805.0,66.05
1468.026157617569,33,17.0,805.0,70.77
1477.7259314060211,33,15.0,805.0,65.54
1477.8573095798492,33,15.0,805.0,65.95
1491.932037115097,34,10.0,805.0,70.07
1501.6107156276703,34,14.0,805.0,66.24
1511.4498178958893,34,13.0,805.0,66.05
1521.3483395576477,34,18.0,805.0,67.62
1521.4800837039948,34,1.0,805.0,66.15
1535.5882833003998,35,17.0,805.0,65.84
1545.5449900627136,35,17.0,805.0,66.54
1555.4853999614716,35,17.0,805.0,65.96
1565.1672341823578,35,18.0,805.0,78.82
1565.296306848526,35,5.0,805.0,65.74
1579.2997317314148,36,18.0,805.0,66.83
1589.264327287674,36,18.0,805.0,70.27
1599.2020516395569,36,10.0,805.0,68.12
1608.7553148269653,36,18.0,805.0,71.56
1608.8845410346985,36,5.0,805.0,71.54
1622.7467448711395,37,15.0,805.0,73.04
1632.7047593593597,37,19.0,805.0,65.96
1642.6264779567719,37,14.0,805.0,87.36
1652.279504776001,37,15.0,805.0,73.81
1652.4090812206268,37,15.0,805.0,65.84
1666.4101407527924,38,18.0,805.0,69.01
1676.0668399333954,38,18.0,805.0,76.96
1686.020802974701,38,15.0,805.0,86.22
1695.808645248413,38,18.0,805.0,65.95
1695.9382138252258,38,10.0,805.0,66.05
1709.7943561077118,39,18.0,805.0,67.23
1719.3746809959412,39,15.0,805.0,83.64
1729.0078036785126,39,15.0,805.0,78.07
1738.675176858902,39,16.0,805.0,65.44
1738.8039638996124,39,16.0,805.0,65.34
1752.8163340091705,40,19.0,805.0,77.06
1762.6697001457214,40,19.0,805.0,87.39
1772.5499527454376,40,18.0,805.0,65.65
1782.498631477356,40,19.0,805.0,65.85
1782.6284761428833,40,1.0,805.0,66.15
1796.8357586860657,41,18.0,805.0,77.83
1806.4941210746765,41,18.0,805.0,65.74
1816.150143146515,41,18.0,805.0,65.55
1825.791516304016,41,18.0,805.0,65.95
1825.9196166992188,41,10.0,805.0,65.65
1839.9324071407318,42,17.0,805.0,76.07
1849.8987984657288,42,18.0,805.0,66.05
1859.8624081611633,42,17.0,805.0,66.05
1869.5189898014069,42,18.0,805.0,66.05
1869.6464214324951,42,5.0,805.0,67.03
1883.675809621811,43,12.0,805.0,65.74
1893.3699297904968,43,16.0,805.0,85.33
1903.3879318237305,43,15.0,805.0,67.81
1913.3284966945648,43,18.0,805.0,67.52
1913.4582958221436,43,6.0,805.0,68.99
1927.7941598892212,44,18.0,805.0,66.94
1937.4411120414734,44,19.0,805.0,67.02
1947.0966265201569,44,19.0,805.0,69.79
1956.7592816352844,44,18.0,805.0,80.9
1956.886887550354,44,10.0,805.0,65.55
1970.8661053180695,45,12.0,805.0,65.65
1980.5329959392548,45,15.0,805.0,66.54
1990.4696564674377,45,18.0,805.0,66.24
2000.4144868850708,45,15.0,805.0,65.65
2000.5519919395447,45,15.0,805.0,67.33
2014.7600538730621,46,17.0,805.0,65.85
2024.3761219978333,46,20.0,805.0,87.26
2033.9604139328003,46,15.0,805.0,65.65
2043.5657324790955,46,18.0,805.0,85.98
2043.6910316944122,46,10.0,805.0,65.65
2057.6908009052277,47,16.0,805.0,66.54
2067.3630940914154,47,19.0,805.0,74.2
2077.3027753829956,47,17.0,805.0,69.78
2087.175428390503,47,11.0,805.0,76.65
2087.3032746315002,47,11.0,805.0,65.45
2101.6272733211517,48,18.0,805.0,76.67
2111.3414249420166,48,16.0,805.0,66.83
2120.977923631668,48,16.0,805.0,66.54
2130.647951602936,48,19.0,805.0,69.98
2130.7749722003937,48,1.0,805.0,71.17
2144.7664270401,49,19.0,805.0,65.54
2154.6754672527313,49,11.0,805.0,86.07
2164.3855443000793,49,18.0,805.0,67.42
2174.306510448456,49,19.0,805.0,65.95
2174.434518814087,49,8.0,805.0,66.24
2188.618765592575,50,11.0,805.0,78.83
2198.4462876319885,50,18.0,805.0,69.88
2208.080117702484,50,18.0,805.0,68.51
2217.6631026268005,50,18.0,805.0,65.95
2217.801020860672,50,6.0,805.0,65.55
2231.793359041214,51,19.0,805.0,70.17
2241.446405649185,51,11.0,805.0,76.67
2251.019998550415,51,20.0,805.0,66.05
2260.9337747097015,51,11.0,805.0,74.69
2261.063831090927,51,11.0,805.0,66.05
2275.3094942569733,52,18.0,805.0,88.55
2284.907107114792,52,19.0,805.0,66.05
2294.5552365779877,52,20.0,805.0,66.44
2304.215363264084,52,18.0,805.0,69.28
2304.3439662456512,52,5.0,805.0,70.88
2318.232979297638,53,17.0,805.0,66.24
2328.157610177994,53,18.0,805.0,75.38
2338.0552773475647,53,18.0,805.0,66.44
2347.72691655159,53,14.0,805.0,75.98
2347.8561487197876,53,14.0,805.0,65.65
2361.8689563274384,54,18.0,805.0,67.42
2371.526479959488,54,18.0,805.0,70.27
2381.4693529605865,54,12.0,805.0,69.48
2391.406392812729,54,17.0,805.0,67.91
2391.5347113609314,54,5.0,805.0,70.46
2405.8785784244537,55,17.0,805.0,69.38
2415.540298938751,55,19.0,805.0,80.8
2425.4896037578583,55,15.0,805.0,86.12
2435.4278695583344,55,18.0,805.0,77.14
2435.5584440231323,55,7.0,805.0,65.65
2449.9070615768433,56,19.0,805.0,75.39
2459.8427081108093,56,15.0,805.0,82.19
2469.454843044281,56,13.0,805.0,66.83
2479.409359931946,56,18.0,805.0,68.52
2479.5423979759216,56,6.0,805.0,71.17
2493.897781610489,57,19.0,805.0,84.17
2503.8503353595734,57,16.0,805.0,79.11
2513.4420404434204,57,12.0,805.0,66.05
2523.127505540848,57,16.0,805.0,79.82
2523.254733800888,57,16.0,805.0,66.15
2537.2545189857483,58,18.0,805.0,66.05
2547.1733808517456,58,18.0,805.0,65.74
2557.0791504383087,58,16.0,805.0,74.79
2566.747764110565,58,19.0,805.0,65.74
2566.8763942718506,58,1.0,805.0,65.34
2580.8206622600555,59,19.0,805.0,65.85
2590.432941675186,59,17.0,805.0,76.07
2600.0558075904846,59,15.0,805.0,67.33
2610.0045006275177,59,19.0,805.0,67.81
2610.1364526748657,59,7.0,805.0,70.88
2624.396157026291,60,17.0,805.0,83.34
2634.328813314438,60,18.0,805.0,72.16
2644.0463511943817,60,15.0,805.0,66.54
2653.9687855243683,60,18.0,805.0,65.95
2654.1022012233734,60,5.0,805.0,66.15
2668.4539844989777,61,17.0,805.0,66.34
2678.1493957042694,61,18.0,805.0,79.91
2688.013112306595,61,11.0,805.0,65.76
2697.7226123809814,61,17.0,805.0,72.74
2697.854188680649,61,1.0,805.0,65.84
2711.969246864319,62,16.0,805.0,66.92
2721.701266527176,62,19.0,805.0,66.15
2731.4077451229095,62,11.0,805.0,66.94
2741.289930820465,62,15.0,805.0,65.65
2741.4187099933624,62,15.0,805.0,66.24
2755.687885284424,63,17.0,805.0,69.58
2765.389402627945,63,15.0,805.0,65.65
2775.28985786438,63,19.0,805.0,75.3
2784.9534587860107,63,18.0,805.0,66.94
2785.083862066269,63,5.0,805.0,65.74
2799.2955713272095,64,18.0,805.0,72.35
2809.21285033226,64,16.0,805.0,66.05
2819.1027162075043,64,17.0,805.0,65.55
2828.8206672668457,64,18.0,805.0,69.19
2828.9552960395813,64,10.0,805.0,66.34
2843.06148481369,65,18.0,805.0,66.05
2852.9784214496613,65,15.0,805.0,65.85
2862.6731646060944,65,20.0,805.0,70.07
2872.4411549568176,65,13.0,805.0,78.35
2872.5725083351135,65,13.0,805.0,65.45
2886.7715401649475,66,19.0,805.0,68.31
2896.4709837436676,66,20.0,805.0,65.95
2906.1219098567963,66,19.0,805.0,65.55
2916.0281286239624,66,12.0,805.0,81.38
2916.153050661087,66,12.0,805.0,65.74
2930.424037694931,67,19.0,805.0,66.05
2940.1359770298004,67,13.0,805.0,82.48
2950.038675546646,67,18.0,805.0,66.14
2959.7043385505676,67,18.0,805.0,69.2
2959.8368821144104,67,4.0,805.0,71.37
2973.9022908210754,68,15.0,805.0,73.51
2983.5308179855347,68,14.0,805.0,82.67
2993.4158346652985,68,16.0,805.0,66.14
3003.293351650238,68,18.0,805.0,67.12
3003.4194042682648,68,4.0,805.0,68.52
3017.6202368736267,69,18.0,805.0,65.34
3027.29025888443,69,18.0,805.0,66.25
3037.144762277603,69,11.0,805.0,67.33
3046.8081436157227,69,15.0,805.0,74.38
3046.9359855651855,69,15.0,805.0,66.05
3061.1568715572357,70,18.0,805.0,68.11
3070.917284011841,70,15.0,805.0,73.43
3080.57755112648,70,16.0,805.0,78.53
3090.43572640419,70,16.0,805.0,65.55
3090.5633442401886,70,16.0,805.0,65.25
3104.7402024269104,71,17.0,805.0,66.54
3114.402336359024,71,18.0,805.0,69.59
3123.9580562114716,71,15.0,805.0,75.98
3133.819965362549,71,16.0,805.0,82.93
3133.9463415145874,71,16.0,805.0,65.74
3148.155835390091,72,18.0,805.0,69.19
3158.001678943634,72,18.0,805.0,70.07
3167.6395287513733,72,18.0,805.0,68.42
3177.339711666107,72,18.0,805.0,65.85
3177.4679288864136,72,10.0,805.0,65.65
3191.7495396137238,73,18.0,805.0,68.5
3201.293319940567,73,15.0,805.0,68.91
3211.147587299347,73,15.0,805.0,71.93
3220.9975447654724,73,16.0,805.0,72.92
3221.125988960266,73,16.0,805.0,71.15
3235.282376050949,74,17.0,805.0,75.49
3245.1204612255096,74,17.0,805.0,87.76
3254.715423107147,74,14.0,805.0,66.14
3264.4889109134674,74,19.0,805.0,69.7
3264.61576628685,74,7.0,805.0,71.17
3278.7484498023987,75,19.0,805.0,67.42
3288.3451631069183,75,18.0,805.0,65.85
3297.9531700611115,75,17.0,805.0,73.21
3307.7922241687775,75,16.0,805.0,69.59
3307.9199821949005,75,16.0,805.0,71.27
3322.0222058296204,76,14.0,805.0,65.75
3331.899953842163,76,16.0,805.0,68.91
3341.5235583782196,76,15.0,805.0,65.84
3351.234095096588,76,18.0,805.0,65.65
3351.3601200580597,76,4.0,805.0,65.34
3365.152304649353,77,18.0,805.0,68.21
3375.029243707657,77,18.0,805.0,84.02
3384.649950027466,77,18.0,805.0,69.38
3394.525510787964,77,18.0,805.0,81.4
3394.6546483039856,77,10.0,805.0,65.65
3408.865241765976,78,17.0,805.0,69.38
3418.4596750736237,78,14.0,805.0,65.76
3427.9999594688416,78,18.0,805.0,66.05
3437.639100551605,78,18.0,805.0,66.44
3437.7624986171722,78,5.0,805.0,65.65
3451.6601066589355,79,17.0,805.0,68.21
3461.5724968910217,79,18.0,805.0,65.94
3471.3858869075775,79,18.0,805.0,65.96
3481.0216212272644,79,18.0,805.0,86.95
3481.1453602313995,79,5.0,805.0,65.45
3495.0885446071625,80,18.0,805.0,81.3
3504.885255098343,80,17.0,805.0,66.24
3514.761452436447,80,18.0,805.0,75.99
3524.4075090885162,80,18.0,805.0,80.43
3524.531324863434,80,5.0,805.0,65.74
3538.339817762375,81,18.0,805.0,67.13
3547.9294714927673,81,18.0,805.0,65.54
3557.7897248268127,81,19.0,805.0,65.76
3567.619551897049,81,18.0,805.0,65.65
3567.7437887191772,81,6.0,805.0,65.65
3581.858777999878,82,18.0,805.0,76.07
3591.5036993026733,82,18.0,805.0,78.03
3601.3958592414856,82,18.0,805.0,65.95
3611.0717329978943,82,18.0,805.0,68.2
3611.196871995926,82,11.0,805.0,69.98
3625.084465742111,83,20.0,805.0,65.54
3634.9474527835846,83,18.0,805.0,65.63
3644.5700027942657,83,20.0,805.0,65.85
3654.422307252884,83,19.0,805.0,66.15
3654.550069332123,83,8.0,805.0,65.65
3668.6487534046173,84,17.0,805.0,73.41
3678.3116207122803,84,19.0,805.0,75.3
3688.2066266536713,84,18.0,805.0,66.24
3697.866916656494,84,12.0,805.0,69.01
3697.99502658844,84,12.0,805.0,71.27
3712.21746468544,85,18.0,805.0,66.54
3722.060636281967,85,18.0,805.0,66.54
3731.65128493309,85,16.0,805.0,76.56
