epoch,accuracy,loss,val_accuracy,val_loss,epoch_time
0,0.7942916750907898,0.6116071939468384,0.84375,0.4447636306285858,18.792942762374878
1,0.8602083325386047,0.39576929807662964,0.8540833592414856,0.41102686524391174,2.0114922523498535
2,0.8755000233650208,0.34929320216178894,0.8678333163261414,0.3737613260746002,1.9903161525726318
3,0.885979175567627,0.3158097267150879,0.8764166831970215,0.3506549894809723,1.978538990020752
4,0.8951249718666077,0.29113709926605225,0.875166654586792,0.3451269567012787,2.0063934326171875
5,0.9025624990463257,0.2697555422782898,0.8676666617393494,0.3737087845802307,1.642228364944458
6,0.9071249961853027,0.25355464220046997,0.8788333535194397,0.33538052439689636,2.0266942977905273
7,0.9143750071525574,0.23443230986595154,0.8799166679382324,0.34130772948265076,1.6593396663665771
8,0.9192291498184204,0.21887025237083435,0.8829166889190674,0.33257758617401123,1.8682215213775635
9,0.9254583120346069,0.2061753273010254,0.8774999976158142,0.3497186005115509,1.6529433727264404
10,0.9314583539962769,0.18964941799640656,0.8887500166893005,0.33493682742118835,1.6563739776611328
11,0.9357291460037231,0.17461290955543518,0.890333354473114,0.32858067750930786,1.89949631690979
12,0.9422083497047424,0.1601696014404297,0.887583315372467,0.34320569038391113,1.6048917770385742
13,0.94510418176651,0.14907506108283997,0.8894166946411133,0.3494546413421631,1.6909914016723633
14,0.9497708082199097,0.13668392598628998,0.8920833468437195,0.3401056230068207,1.551159381866455
15,0.953374981880188,0.1279805302619934,0.8838333487510681,0.38013240694999695,1.5597069263458252
16,0.9574583172798157,0.11870382726192474,0.8885833621025085,0.3580877184867859,1.613266944885254
17,0.9622083306312561,0.10455452650785446,0.8842499852180481,0.3806626498699188,1.5916435718536377
18,0.9662708044052124,0.09443829208612442,0.8871666789054871,0.3923265337944031,1.550915241241455
19,0.9676250219345093,0.08981875330209732,0.8885833621025085,0.4068223834037781,1.5389974117279053
20,0.9697291851043701,0.08333545923233032,0.8877500295639038,0.4074532985687256,1.5246965885162354
21,0.9743124842643738,0.07318957149982452,0.8806666731834412,0.4754863381385803,1.5789380073547363
22,0.9760416746139526,0.06834714114665985,0.8837500214576721,0.46205058693885803,1.532114028930664
23,0.9772708415985107,0.0637623593211174,0.8810833096504211,0.49386849999427795,1.5284912586212158
24,0.9789375066757202,0.05913949012756348,0.890250027179718,0.4586179554462433,1.54305100440979
