backend,model_type,model_complexity,precision,epochs,batch_size,seed,gpu_ids,definition_time,training_time,testing_time,gpu_2_memory_total
jax-keras,lstm,simple,fp32,100,64,45,2,0.0290224552154541,316.9827024936676,2.4484376907348633,81920.0
