backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
jax,lstm,simple,100,64,43,0,3.7790446281433105,478.02442717552185,0.6320745944976807,24570.0
