epoch,loss,mae,val_loss,val_mae,epoch_time
0,0.23641889565624297,0.33312998730689286,0.043831757798388195,0.1696082353591919,28.42609715461731
1,0.05556460401276127,0.18026675740256906,0.03092614923780029,0.13809745335901105,4.04909873008728
2,0.04230183765757829,0.1580791444517672,0.02846699786951413,0.13334465328906034,4.030404090881348
3,0.03718131724745035,0.1468099093530327,0.02462965265117787,0.12278719528301342,4.0266196727752686
4,0.03383089139824733,0.1395003169309348,0.027440488690862786,0.12962271192589322,3.9906625747680664
5,0.03098153491737321,0.13384696519933642,0.02236463194964705,0.11564368996265773,3.998929500579834
6,0.02929752311902121,0.12918666298501194,0.021931688552974043,0.1151579471456038,4.000014543533325
7,0.02797623527585529,0.1259786151815206,0.019477207339494616,0.10580532212515135,3.9860923290252686
8,0.026082615385530517,0.12126403972506523,0.02104909748241708,0.11140581482165568,3.9729135036468506
9,0.025017212616512553,0.1187952667940408,0.026123544201254845,0.12739558578343005,3.9700798988342285
10,0.02470354737015441,0.1179371951147914,0.02087521064724471,0.11122141999972833,3.963881015777588
11,0.024116922391112895,0.116568439360708,0.023557704948895686,0.1187572843722395,3.9538779258728027
12,0.024108295561745763,0.11623374153859914,0.02519460573691774,0.12268484766418869,3.9568235874176025
13,0.023591456835856662,0.1149109008256346,0.019615113055585203,0.10603847918478218,3.924692392349243
14,0.023016087542055176,0.11299306224100292,0.02663490196337571,0.1278978896302146,3.999380350112915
15,0.022726360464002938,0.11250645401887596,0.02292347261430444,0.11864975195478748,4.509671449661255
16,0.022151729004690424,0.11094413022510707,0.019527061137597303,0.10596661833492485,4.300677537918091
17,0.02199392025358975,0.11040927940048277,0.019004354882683303,0.10588346220351555,4.250848770141602
18,0.021697457041591407,0.10971685559488834,0.020621913057324047,0.1128512069180205,4.256430149078369
19,0.02142235923674889,0.10893640196882189,0.01919924296640061,0.10700617791027636,4.2563982009887695
20,0.021317158878082408,0.10848725060932338,0.021550415788550634,0.11176539293012104,4.104871511459351
21,0.020483991713263094,0.1061072344891727,0.01921045228939604,0.10576388803688255,3.996208667755127
22,0.020759257691679522,0.10672107837162911,0.02182077561077234,0.11223028177345121,4.080180406570435
23,0.02060375447617844,0.10723539316095412,0.0188987104322862,0.10614722363046698,4.193350553512573
24,0.0207405197317712,0.1067880617454648,0.021411664028828208,0.11418468968288319,4.129474401473999
25,0.020421938091749324,0.10631656870245934,0.017346929607761873,0.09913023057821635,4.141915798187256
26,0.019835992681328206,0.1042362165171653,0.017474270450907783,0.10049161033050434,4.172874212265015
27,0.019664689886849374,0.10444104867056012,0.01755640487111098,0.10031513406618221,4.364889860153198
28,0.019723593373782933,0.10372070726007224,0.019673182075289456,0.10669444863860672,4.331485986709595
29,0.019849715055897832,0.10439544888213277,0.019557308053245414,0.10975801501725171,4.2735395431518555
30,0.019807223544921725,0.10353798507712782,0.018626493603192473,0.10489296691643225,4.232409238815308
31,0.01931657246313989,0.10303482254967093,0.01713473176130572,0.09965174947236036,4.204588890075684
32,0.019051321351435037,0.10198166351765395,0.018744087652177423,0.10614843686690202,4.156429052352905
33,0.018887593602994458,0.10150636131875217,0.017580696557824675,0.10087083501590265,4.192122220993042
34,0.018811152665875852,0.10107562071643769,0.01915132876082852,0.10512126478794459,4.260376691818237
35,0.01859719507629052,0.10036176512949169,0.027452661882381182,0.12856717488250216,4.049488306045532
36,0.0186551678692922,0.10081105278804899,0.02112674738305646,0.11427385158635475,4.046603202819824
37,0.01839943917002529,0.09979591579176486,0.017447279413809646,0.10089904734411755,4.075237989425659
38,0.018399560323450713,0.09961307095363736,0.01675153211564631,0.0962388501376719,4.113243818283081
39,0.01815516608185135,0.09933861717581749,0.017740452511085046,0.09994036080064,4.06382155418396
40,0.01770976300467737,0.0984442878048867,0.017246125995911455,0.10061293659177986,4.032249927520752
41,0.018275176762836055,0.09902900350280106,0.017862325081148663,0.10247399396187551,4.130736589431763
42,0.017462594411335887,0.097820849949494,0.016322525243300037,0.09770821256412042,4.07810115814209
43,0.017213905765675008,0.09668013299815356,0.017324489994427643,0.0998623359042245,3.9629032611846924
44,0.017252810910576954,0.09732483639381825,0.016526906499387446,0.09788870972556037,4.023516893386841
45,0.017426686937687917,0.09762934520840645,0.016553035509344692,0.09678345737425056,4.017949342727661
46,0.01709045357420109,0.09599345624446869,0.015680075975487363,0.09384381348216855,3.973085403442383
47,0.016532131042913532,0.094351567607373,0.016373982703363574,0.09727977578704422,4.0195417404174805
48,0.01702130674966611,0.09582595131359994,0.02015756204019527,0.11024070692223471,3.932234764099121
49,0.01642718163493555,0.0945572196971625,0.01635569391923176,0.0970796870218741,4.017101526260376
50,0.0163983681704849,0.09402195708826185,0.015481808248001177,0.09408330091753521,3.9245903491973877
51,0.016553588700480758,0.0937974292319268,0.017988913843559252,0.10142500718703142,3.939056634902954
52,0.01655292891082354,0.09464039355516433,0.017282397435927712,0.09969691851654568,3.9531939029693604
53,0.016489411232760175,0.09403227679431439,0.016506367639915365,0.09675995763894674,3.962829351425171
54,0.015792684635380284,0.09269394548609852,0.016630301226836605,0.0975147979082288,3.93007755279541
55,0.015745154241449198,0.09224468013271689,0.016157349521243893,0.0957122000085341,3.99229097366333
56,0.015781979379244148,0.09253422287292778,0.017351401189493167,0.10216727309130333,3.9533894062042236
57,0.015506821611779742,0.09217420192435384,0.018115634224503428,0.10333461153346139,3.99914288520813
58,0.015508891077479348,0.0913985276594758,0.017224377725978155,0.10178463100581556,4.039465665817261
59,0.015564685993012972,0.09269583579152822,0.01581423805170768,0.09355225796635086,3.98296856880188
60,0.014896451390814035,0.09011974572204054,0.015119913159995465,0.09066651177567404,3.967405319213867
61,0.015402932401048019,0.0913895208388567,0.017677954096045043,0.10381302861748515,3.981431484222412
62,0.015660942197428085,0.09071613508276641,0.0181657063044809,0.10277439090045723,3.9600555896759033
63,0.015139012841973453,0.09063547835685312,0.015694408274784282,0.09373286829606907,4.007747173309326
64,0.014928099131793715,0.09020091027487069,0.015909558892048693,0.09472684642753086,3.967658042907715
65,0.01471199990483001,0.08936115698888898,0.01524094692305536,0.09231697465922381,3.9671201705932617
66,0.014466065610758961,0.08867799062281848,0.014629709207125613,0.09069008339901229,4.033821105957031
67,0.014301218002219684,0.08840149363968522,0.015506976460282868,0.09425649771819243,4.036046504974365
68,0.014639271498890594,0.08853886637371033,0.015992582599456247,0.09637902234051679,4.084663152694702
69,0.014884173910832032,0.08920169901102781,0.014817611616406892,0.09087045128281052,3.9835760593414307
70,0.014302669919561594,0.087971087731421,0.015843248875761353,0.09459860663156251,3.9491634368896484
71,0.01445181343879085,0.08865878344513475,0.01616153058067367,0.09563513482744629,3.979902744293213
72,0.014180008263792843,0.08789733224548399,0.015109989741766775,0.09218228930557096,3.9409167766571045
73,0.014513869138318114,0.08799989866092801,0.014488190764913688,0.08979084866272437,3.96697735786438
74,0.01452399177942425,0.08860424691811204,0.014572167517365637,0.09074926255522547,3.943700075149536
75,0.01383937412465457,0.08655050736851991,0.014517810409636917,0.08917684792666822,3.9239468574523926
76,0.014239523888682016,0.08798686610534787,0.016678418964147568,0.09783570146238482,3.958103656768799
77,0.013867624313570559,0.08626403254456819,0.014996084107740506,0.09080155596539781,4.019613027572632
78,0.01393410774471704,0.08695290344767273,0.015874511310579004,0.09428480932035961,4.00503945350647
79,0.01382808759517502,0.08636068920604885,0.015737857770275424,0.09258808558051651,3.8721914291381836
80,0.013823826002771966,0.08633214877918363,0.015318764046438643,0.09246061802715869,3.8810014724731445
81,0.013860760483657942,0.08580660277511924,0.014986799299918316,0.09142185163659018,3.9522883892059326
82,0.013842914666747674,0.08641768270172179,0.014399974883810894,0.08995440340525396,4.01059627532959
83,0.013444738229736686,0.08505476210266352,0.016274114214890712,0.09586250339005445,3.96838116645813
84,0.01349708896013908,0.08510521783027798,0.016651056757247127,0.09633229531951852,4.01823353767395
85,0.013372642360627652,0.08498411406762899,0.015843222421166057,0.09327134369192897,4.015676736831665
86,0.013563664630055428,0.08480225524399429,0.01609269582439919,0.0946092804944193,4.00347900390625
87,0.013264071426237933,0.08450847463682294,0.015572607517242432,0.09328336228389998,3.9740078449249268
88,0.013289078074740246,0.08426299691200256,0.01556873052204783,0.09295894467347376,4.0571465492248535
89,0.013207025892916136,0.08454204094596207,0.015481221137215962,0.09363723022712243,3.9851019382476807
90,0.01310738970641978,0.08393381740897894,0.014310368890496524,0.08825302748261271,4.056112051010132
91,0.013202235457720235,0.08410235224291682,0.015640303643571364,0.09414867915817209,3.9963796138763428
92,0.013116389221977443,0.08393937223590911,0.015447259528210034,0.09355576698844498,3.975362777709961
93,0.013104714275687001,0.0841774286935106,0.017903162015450967,0.10175099264125566,4.007914066314697
94,0.013994627381907775,0.08533233390189707,0.01563369596024623,0.0942933650032894,3.98109769821167
95,0.013868020108202473,0.08460887428373098,0.014497886902677852,0.088859783233823,4.045177936553955
96,0.01311864537128713,0.08381366704124957,0.014985200017690659,0.08986555563436972,4.018768548965454
97,0.012738768575945868,0.08273356657009572,0.014950059656355832,0.0905210484524031,4.153177976608276
98,0.012735199526650831,0.08308442435227334,0.017029019248848025,0.09776627453597816,4.0785276889801025
99,0.012585307197878138,0.08219350227154791,0.014979159459471703,0.09004378228171452,4.056606769561768
