backend,model_type,model_complexity,precision,epochs,batch_size,seed,gpu_ids,definition_time,training_time,testing_time,gpu_2_memory_total
tf-keras,mlp,complex,bf16,100,64,45,2,5.214905261993408,164.79879307746887,6.412948131561279,81920.0
