timestamp,epoch,gpu_0_utilization,gpu_0_memory_used,gpu_0_power
3.6517443656921387,0,25.0,22602.0,40.53
4.031097650527954,0,21.0,22602.0,41.67
4.419947624206543,0,19.0,22602.0,46.84
4.809297561645508,0,18.0,22602.0,44.44
6.379927635192871,0,0.0,22602.0,35.14
7.875593900680542,1,23.0,22602.0,38.1
8.27479076385498,1,23.0,22602.0,40.44
8.674586772918701,1,23.0,22602.0,44.22
9.05101990699768,1,24.0,22602.0,44.21
9.325135231018066,1,0.0,22602.0,40.51
10.109952688217163,2,8.0,22602.0,37.67
10.515942573547363,2,9.0,22602.0,41.2
10.907261610031128,2,9.0,22602.0,43.43
11.312073230743408,2,8.0,22602.0,43.45
11.583640813827515,2,0.0,22602.0,40.49
12.418749570846558,3,21.0,22602.0,37.7
12.84781813621521,3,23.0,22602.0,41.27
13.279592514038086,3,5.0,22602.0,41.69
13.718057870864868,3,9.0,22602.0,42.1
14.028186321258545,3,0.0,22602.0,40.22
14.871503829956055,4,4.0,22602.0,37.47
15.30980396270752,4,8.0,22602.0,40.82
15.73763108253479,4,12.0,22602.0,42.74
16.194350242614746,4,17.0,22602.0,41.83
16.525644540786743,4,0.0,22602.0,40.21
17.353482961654663,5,14.0,22602.0,37.54
17.80666446685791,5,19.0,22602.0,40.82
18.238402843475342,5,24.0,22602.0,42.51
18.662429809570312,5,3.0,22602.0,41.81
18.984959363937378,5,0.0,22602.0,40.27
19.801459789276123,6,19.0,22602.0,37.88
20.280181407928467,6,4.0,22602.0,40.66
20.75684380531311,6,13.0,22602.0,40.3
21.278053522109985,6,3.0,22602.0,40.43
21.611389875411987,6,0.0,22602.0,37.25
22.46224880218506,7,3.0,22602.0,37.77
22.950781106948853,7,13.0,22602.0,40.56
23.412102937698364,7,21.0,22602.0,41.03
23.869151830673218,7,4.0,22602.0,40.71
24.218457460403442,7,0.0,22602.0,38.07
25.119465112686157,8,9.0,22602.0,37.81
25.589208364486694,8,18.0,22602.0,40.81
26.047405004501343,8,1.0,22602.0,40.8
26.52017617225647,8,10.0,22602.0,41.72
26.867570877075195,8,0.0,22602.0,38.78
27.815804719924927,9,0.0,22602.0,37.45
28.346708297729492,9,13.0,22602.0,40.53
28.85176134109497,9,2.0,22602.0,40.66
29.34846258163452,9,13.0,22602.0,40.69
29.724082231521606,9,0.0,22602.0,37.3
30.660567045211792,10,3.0,22602.0,37.61
31.17389178276062,10,15.0,22602.0,40.54
31.67140007019043,10,4.0,22602.0,40.47
32.18150854110718,10,16.0,22602.0,40.54
32.554051876068115,10,0.0,22602.0,37.56
33.522531509399414,11,10.0,22602.0,37.61
34.03224229812622,11,0.0,22602.0,40.31
34.53837275505066,11,12.0,22602.0,40.31
35.04656791687012,11,2.0,22602.0,40.37
35.435309648513794,11,0.0,22602.0,36.95
36.423583030700684,12,0.0,22602.0,37.78
36.99599838256836,12,17.0,22602.0,40.34
37.50552415847778,12,8.0,22602.0,40.23
38.016340494155884,12,0.0,22602.0,40.24
38.3876416683197,12,0.0,22602.0,36.59
39.31398892402649,13,10.0,22602.0,37.44
39.82547926902771,13,0.0,22602.0,40.05
40.30754280090332,13,10.0,22602.0,40.03
40.82611894607544,13,0.0,22602.0,40.17
41.21005344390869,13,0.0,22602.0,36.64
42.10811996459961,14,9.0,22602.0,37.58
42.61953401565552,14,0.0,22602.0,40.37
43.120842695236206,14,11.0,22602.0,40.39
43.61071014404297,14,0.0,22602.0,40.4
43.98729705810547,14,0.0,22602.0,36.88
44.90737986564636,15,8.0,22602.0,37.96
45.49114465713501,15,7.0,22602.0,40.67
46.03085136413574,15,0.0,22602.0,40.59
46.53977656364441,15,15.0,22602.0,40.37
46.92833495140076,15,0.0,22602.0,36.69
47.832664489746094,16,0.0,22602.0,37.58
48.40112543106079,16,0.0,22602.0,40.45
48.92944264411926,16,12.0,22602.0,40.5
49.44594645500183,16,2.0,22602.0,40.47
49.82861042022705,16,0.0,22602.0,36.95
50.8015673160553,17,0.0,22602.0,37.58
51.38654661178589,17,0.0,22602.0,40.64
51.979666233062744,17,0.0,22602.0,40.26
52.55276942253113,17,12.0,22602.0,40.5
52.95605969429016,17,0.0,22602.0,37.01
53.87521576881409,18,6.0,22602.0,37.69
54.39808177947998,18,0.0,22602.0,40.48
54.94707751274109,18,14.0,22602.0,40.49
55.45732831954956,18,4.0,22602.0,40.37
55.85250115394592,18,0.0,22602.0,36.82
56.77932071685791,19,0.0,22602.0,37.91
57.32229399681091,19,11.0,22602.0,40.47
57.85644888877869,19,4.0,22602.0,40.35
58.36408281326294,19,0.0,22602.0,40.44
58.80877113342285,19,0.0,22602.0,36.75
59.756473541259766,20,0.0,22602.0,37.65
60.31515383720398,20,10.0,22602.0,40.44
60.84604787826538,20,3.0,22602.0,40.4
61.374518632888794,20,0.0,22602.0,40.25
61.79546093940735,20,0.0,22602.0,36.52
62.76448702812195,21,0.0,22602.0,37.43
63.39281105995178,21,0.0,22602.0,40.37
63.96819448471069,21,0.0,22602.0,39.93
64.51196837425232,21,10.0,22602.0,40.24
64.93372774124146,21,0.0,22602.0,36.65
65.87855505943298,22,7.0,22602.0,37.52
66.46221733093262,22,4.0,22602.0,40.35
66.99023914337158,22,0.0,22602.0,40.43
67.5340895652771,22,0.0,22602.0,40.51
67.9742043018341,22,0.0,22602.0,36.9
69.00011396408081,23,0.0,22602.0,37.89
69.58735585212708,23,0.0,22602.0,40.47
70.10639238357544,23,11.0,22602.0,40.48
70.644118309021,23,3.0,22602.0,40.45
71.05715942382812,23,0.0,22602.0,36.79
72.0296277999878,24,1.0,22602.0,37.52
72.60265040397644,24,0.0,22602.0,40.51
73.1501932144165,24,0.0,22602.0,40.41
73.71073365211487,24,11.0,22602.0,40.44
74.14073038101196,24,0.0,22602.0,36.8
75.11695218086243,25,0.0,22602.0,37.55
75.72516059875488,25,0.0,22602.0,39.69
76.30096888542175,25,10.0,22602.0,40.43
76.87134647369385,25,6.0,22602.0,40.5
77.31596755981445,25,0.0,22602.0,36.92
78.34466457366943,26,0.0,22602.0,37.62
78.97891974449158,26,0.0,22602.0,39.82
79.57501244544983,26,0.0,22602.0,40.11
80.13293600082397,26,0.0,22602.0,40.23
80.61225914955139,26,0.0,22602.0,36.69
81.64259004592896,27,3.0,22602.0,37.72
82.25318884849548,27,4.0,22602.0,40.37
82.81426405906677,27,0.0,22602.0,40.48
83.36767649650574,27,0.0,22602.0,40.55
83.83025622367859,27,0.0,22602.0,36.97
84.86414361000061,28,5.0,22602.0,37.74
85.49313950538635,28,9.0,22602.0,40.3
86.10787343978882,28,10.0,22602.0,40.48
86.68655586242676,28,8.0,22602.0,40.54
87.13229417800903,28,0.0,22602.0,36.87
88.16642379760742,29,0.0,22602.0,37.74
88.87455081939697,29,6.0,22602.0,38.69
89.50001239776611,29,0.0,22602.0,38.58
90.08485078811646,29,8.0,22602.0,40.23
90.54716038703918,29,0.0,22602.0,36.58
91.62627029418945,30,1.0,22602.0,37.45
92.25814843177795,30,5.0,22602.0,39.68
92.8525972366333,30,4.0,22602.0,40.22
93.43993067741394,30,3.0,22602.0,40.43
93.90135884284973,30,0.0,22602.0,36.88
94.95267915725708,31,0.0,22602.0,37.9
95.62905025482178,31,2.0,22602.0,38.6
96.23244452476501,31,2.0,22602.0,39.72
96.83788514137268,31,3.0,22602.0,39.9
97.311856508255,31,0.0,22602.0,36.74
98.36725926399231,32,0.0,22602.0,37.89
99.00982189178467,32,0.0,22602.0,39.53
99.60739398002625,32,0.0,22602.0,40.12
100.2162754535675,32,1.0,22602.0,40.07
100.69226574897766,32,0.0,22602.0,37.12
101.71121597290039,33,0.0,22602.0,37.81
102.291424036026,33,0.0,22602.0,40.02
102.88062047958374,33,8.0,22602.0,40.58
103.47486901283264,33,7.0,22602.0,40.7
103.93057489395142,33,0.0,22602.0,37.24
104.93403506278992,34,0.0,22602.0,38.05
105.58606505393982,34,0.0,22602.0,38.63
