backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
jax,mlp,simple,100,64,44,0,1.928856611251831,132.43670082092285,1.358363389968872,24570.0
