epoch,loss,accuracy,val_loss,val_accuracy,epoch_time
0,2.149775981903076,0.21308332681655884,1.1818279027938843,0.5808676481246948,13.643770694732666
1,1.1869205236434937,0.5541250109672546,0.785832941532135,0.6920711398124695,4.913960695266724
2,0.904595673084259,0.6551458239555359,0.6460143327713013,0.7709441184997559,5.052978038787842
3,0.7467492818832397,0.7280833125114441,0.5425222516059875,0.7970411777496338,4.8470845222473145
4,0.645236611366272,0.7719583511352539,0.4821397066116333,0.8305352330207825,4.913706541061401
5,0.582743227481842,0.7981041669845581,0.44389817118644714,0.8432512879371643,4.9087793827056885
6,0.5388432741165161,0.8187083005905151,0.4191674590110779,0.8513131141662598,4.959877014160156
7,0.49972644448280334,0.8293749690055847,0.41016170382499695,0.8545544743537903,4.947000026702881
8,0.47644343972206116,0.8386250138282776,0.3900321125984192,0.8617852330207825,4.96184515953064
9,0.4516904950141907,0.8464583158493042,0.376970112323761,0.866771936416626,5.061490297317505
10,0.43611940741539,0.8526874780654907,0.374616801738739,0.8692652583122253,5.012084484100342
11,0.42039600014686584,0.8587499856948853,0.37239131331443787,0.8686003684997559,4.891886472702026
12,0.4056607186794281,0.8619583249092102,0.3624521493911743,0.8740026354789734,4.833205223083496
13,0.39030972123146057,0.8663749694824219,0.35410258173942566,0.8736701607704163,4.867748022079468
14,0.38128963112831116,0.8700416684150696,0.3510148823261261,0.8772439956665039,4.877427816390991
15,0.3676970303058624,0.8748958110809326,0.35079994797706604,0.8745012879371643,4.8396828174591064
16,0.3615070879459381,0.8741666674613953,0.3471166491508484,0.8791555762290955,4.897976875305176
17,0.34857505559921265,0.880020797252655,0.3395669162273407,0.8813995718955994,5.037954807281494
18,0.3422091007232666,0.8815833330154419,0.3354540467262268,0.8851395845413208,4.860716342926025
19,0.3342526853084564,0.8848333358764648,0.33196449279785156,0.8834773898124695,4.775712490081787
20,0.3257434070110321,0.8879374861717224,0.33506354689598083,0.8811502456665039,4.794179439544678
21,0.31999632716178894,0.8890208005905151,0.3315703868865967,0.8830618262290955,4.978787422180176
22,0.31102076172828674,0.8914583325386047,0.33249396085739136,0.8839760422706604,4.935681581497192
23,0.30724573135375977,0.8941875100135803,0.3277038037776947,0.8859707117080688,4.707004070281982
24,0.29986777901649475,0.8945000171661377,0.32377228140830994,0.8873836398124695,5.018409490585327
25,0.29181599617004395,0.8978124856948853,0.3327787518501282,0.8889627456665039,4.844310998916626
26,0.28902149200439453,0.8974999785423279,0.32915034890174866,0.8854720592498779,4.680483818054199
27,0.27902311086654663,0.9021041393280029,0.3231925666332245,0.8882147073745728,4.798147916793823
28,0.27727872133255005,0.9031041860580444,0.32356932759284973,0.8896276354789734,4.743845701217651
29,0.2697770893573761,0.9048333168029785,0.3286818563938141,0.8902925252914429,4.759936332702637
30,0.2642914056777954,0.906583309173584,0.31964200735092163,0.8915392160415649,4.692085266113281
31,0.2610573172569275,0.9090208411216736,0.3198864758014679,0.89453125,4.760385274887085
32,0.25744837522506714,0.9086874723434448,0.3237352967262268,0.8901262879371643,4.900420427322388
33,0.24995625019073486,0.909500002861023,0.32302790880203247,0.8922871947288513,4.790325403213501
34,0.24499070644378662,0.914187490940094,0.3221772313117981,0.8938663005828857,4.769038438796997
35,0.23935846984386444,0.9141666293144226,0.3225536346435547,0.8932014107704163,4.682904958724976
36,0.23705387115478516,0.9164999723434448,0.3233199417591095,0.8934507966041565,4.597469806671143
37,0.23591670393943787,0.9162708520889282,0.31840604543685913,0.8951129913330078,4.694669246673584
38,0.22709132730960846,0.9192083477973938,0.3270908296108246,0.8926196694374084,4.71168327331543
39,0.22396722435951233,0.9197291731834412,0.3204960227012634,0.8961934447288513,4.663699150085449
40,0.2185952365398407,0.9212291836738586,0.3241073489189148,0.8965259194374084,4.6689722537994385
41,0.21564112603664398,0.9227291345596313,0.3241839110851288,0.8951961398124695,4.749002695083618
42,0.20917239785194397,0.9262499809265137,0.3267764151096344,0.8959441184997559,4.817243576049805
43,0.20895279943943024,0.9249374866485596,0.32031768560409546,0.8961103558540344,4.71409010887146
44,0.20642638206481934,0.9262291789054871,0.32287535071372986,0.8970245718955994,4.810396909713745
45,0.19747495651245117,0.9286458492279053,0.3298856019973755,0.897606372833252,4.8153932094573975
46,0.19616544246673584,0.9294166564941406,0.33042898774147034,0.896276593208313,4.769255638122559
47,0.19233152270317078,0.9316458106040955,0.3295055329799652,0.8978556990623474,4.686687707901001
48,0.18966487050056458,0.9311458468437195,0.3249737322330475,0.8976894617080688,4.6937055587768555
49,0.18222631514072418,0.9343958497047424,0.3294578492641449,0.8990192413330078,4.682514190673828
50,0.18471293151378632,0.9331250190734863,0.3411785066127777,0.8948636651039124,4.699643135070801
51,0.17781518399715424,0.9360416531562805,0.3391776978969574,0.8981881141662598,4.665080547332764
52,0.17822086811065674,0.9353749752044678,0.3294277787208557,0.8991023898124695,4.5546886920928955
53,0.17279522120952606,0.9362916350364685,0.3341832458972931,0.9000996947288513,4.620054721832275
54,0.16871489584445953,0.9394791722297668,0.3422006070613861,0.8983543515205383,4.570533275604248
55,0.16608074307441711,0.9401875138282776,0.3505297899246216,0.8959441184997559,4.597904443740845
56,0.16334018111228943,0.9409791827201843,0.3417372405529022,0.8993517160415649,4.579391002655029
57,0.1613607406616211,0.9434999823570251,0.3490018844604492,0.8996841311454773,4.59764289855957
58,0.16044266521930695,0.9429374933242798,0.34599030017852783,0.9024268388748169,4.585696458816528
59,0.1532609760761261,0.945437490940094,0.3467499911785126,0.8963596820831299,4.580642223358154
