backend,model_type,model_complexity,precision,epochs,batch_size,seed,gpu_ids,definition_time,training_time,testing_time,gpu_2_memory_total
tf-keras,lstm,simple,fp16,100,64,42,2,5.500240802764893,1160.4938530921936,9.80187177658081,81920.0
