backend,model_type,model_complexity,precision,epochs,batch_size,seed,gpu_ids,definition_time,training_time,testing_time,gpu_2_memory_total
jax-keras,mlp,complex,mixed_bf16,100,64,43,2,0.03326153755187988,345.36764097213745,5.585916996002197,81920.0
