timestamp,gpu_2_utilization,gpu_2_memory_used,gpu_2_power,epoch
0.952648401260376,15.0,581.0,66.03,0.0
1.8649954795837402,13.0,581.0,66.14,0.0
2.8299813270568848,9.0,581.0,66.03,0.0
3.753347873687744,16.0,581.0,66.62,0.0
3.9885737895965576,4.0,581.0,66.03,
4.208154201507568,4.0,581.0,66.13,
4.424938678741455,4.0,581.0,66.42,
5.414019346237183,8.0,585.0,66.42,1.0
6.355617046356201,15.0,585.0,66.52,1.0
7.262746334075928,11.0,585.0,66.82,1.0
8.213296175003052,6.0,585.0,66.24,1.0
8.448290348052979,4.0,585.0,66.03,
8.672300815582275,4.0,585.0,66.73,
8.907236814498901,4.0,585.0,66.03,
9.938173055648804,15.0,587.0,66.52,2.0
10.846839666366577,8.0,587.0,66.62,2.0
11.7885103225708,15.0,587.0,66.92,2.0
12.692550420761108,11.0,587.0,66.82,2.0
12.925220966339111,4.0,587.0,66.13,
13.139939546585083,4.0,587.0,66.23,
13.357975006103516,3.0,587.0,66.42,
14.34978199005127,15.0,587.0,66.42,3.0
15.326174974441528,12.0,587.0,66.33,3.0
16.24390721321106,6.0,587.0,66.33,3.0
17.206772565841675,15.0,587.0,66.13,3.0
17.462153911590576,4.0,587.0,66.33,
17.697012186050415,4.0,587.0,66.23,
17.925703525543213,4.0,587.0,66.33,
18.964932203292847,14.0,587.0,66.33,4.0
19.91369867324829,10.0,587.0,66.42,4.0
20.869062900543213,6.0,587.0,66.33,4.0
21.785730838775635,15.0,587.0,66.42,4.0
22.022951126098633,2.0,587.0,66.62,
22.24636149406433,2.0,587.0,66.33,
22.456329822540283,3.0,587.0,66.82,
23.430280923843384,16.0,587.0,66.42,5.0
24.380829095840454,13.0,587.0,66.52,5.0
25.292540550231934,7.0,587.0,66.42,5.0
26.251494884490967,15.0,587.0,66.83,5.0
26.484792470932007,3.0,587.0,66.42,
26.71522045135498,4.0,587.0,66.53,
26.942712783813477,4.0,587.0,66.42,
27.91825842857361,8.0,587.0,67.98,6.0
29.056290864944458,13.0,587.0,66.44,6.0
30.01466703414917,14.0,587.0,66.63,6.0
30.933780431747437,8.0,587.0,66.62,6.0
31.173723697662354,4.0,587.0,66.81,
31.398756504058838,4.0,587.0,66.42,
31.62852668762207,4.0,587.0,66.42,
32.64848017692566,15.0,587.0,66.53,7.0
33.56449770927429,9.0,587.0,66.03,7.0
34.52498960494995,6.0,587.0,65.63,7.0
35.45402431488037,16.0,587.0,66.05,7.0
35.69758653640747,2.0,587.0,66.04,
35.92365837097168,2.0,587.0,65.73,
36.146878719329834,4.0,587.0,65.94,
37.13374042510986,16.0,587.0,65.73,8.0
38.08792209625244,15.0,587.0,65.93,8.0
39.00169110298157,10.0,587.0,65.73,8.0
39.95059013366699,6.0,587.0,65.94,8.0
40.17862367630005,4.0,587.0,65.84,
40.41189527511597,4.0,587.0,66.13,
40.64577269554138,4.0,587.0,65.83,
41.65638613700867,13.0,587.0,66.02,9.0
42.56636118888855,6.0,587.0,66.04,9.0
43.50973558425903,15.0,587.0,65.95,9.0
44.4149751663208,9.0,587.0,66.62,9.0
44.644466161727905,4.0,587.0,65.94,
44.85988903045654,4.0,587.0,65.93,
45.076226472854614,4.0,587.0,65.93,
46.05378341674805,12.0,587.0,66.13,10.0
46.98436784744263,6.0,587.0,65.84,10.0
47.897215604782104,14.0,587.0,65.83,10.0
48.836071252822876,9.0,587.0,65.83,10.0
49.073445081710815,4.0,587.0,67.12,
49.29492235183716,4.0,587.0,66.02,
49.51283860206604,4.0,587.0,65.93,
50.461098194122314,13.0,587.0,65.73,11.0
