backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
jax-keras,mlp,simple,100,64,43,0,0.6134798526763916,145.26602482795715,1.6945431232452393,24570.0
