backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
jax-keras,cnn,simple,100,64,43,0,0.9495143890380859,157.2128884792328,1.777949333190918,24570.0
