backend,model_type,model_complexity,precision,epochs,batch_size,seed,gpu_ids,definition_time,training_time,testing_time,gpu_2_memory_total
jax,mlp,simple,fp16,100,64,45,2,1.9587187767028809,216.04971170425415,2.3900694847106934,81920.0
