backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
jax-keras,cnn,simple,100,64,42,0,0.9437854290008545,152.68032908439636,1.8013536930084229,24570.0
