backend,model_type,model_complexity,precision,epochs,batch_size,seed,gpu_ids,definition_time,training_time,testing_time
jax-keras,lstm,complex,mixed_fp16,100,64,43,2,0.08444333076477051,3101.8968517780304,239.26475024223328
