backend,model_type,model_complexity,precision,epochs,batch_size,seed,gpu_ids,definition_time,training_time,testing_time,gpu_2_memory_total
jax,mlp,complex,fp32,100,64,45,2,3.170637369155884,464.0247142314911,5.492526531219482,81920.0
