epoch,accuracy,loss,val_accuracy,val_loss,epoch_time
0,0.48335000872612,1.4297720193862915,0.44940000772476196,1.5997196435928345,22.903013706207275
1,0.6467750072479248,0.9920883774757385,0.5252000093460083,1.4385632276535034,5.855705976486206
2,0.7142000198364258,0.8088923096656799,0.6567000150680542,0.994583785533905,5.830422639846802
3,0.7608500123023987,0.6793608665466309,0.5023999810218811,1.6497589349746704,5.654711723327637
4,0.7942500114440918,0.5824075937271118,0.7045999765396118,0.8503440618515015,5.847956657409668
5,0.8238499760627747,0.5033085346221924,0.734499990940094,0.792071521282196,5.839088439941406
6,0.847000002861023,0.4330586791038513,0.7052000164985657,0.9013617038726807,5.572166681289673
7,0.8704249858856201,0.3691256046295166,0.6881999969482422,1.054902195930481,5.48427677154541
8,0.8909249901771545,0.3125002682209015,0.7552000284194946,0.7927882671356201,5.557576417922974
9,0.9069250226020813,0.2635754346847534,0.6972000002861023,1.2050949335098267,5.536226272583008
10,0.9229000210762024,0.21902740001678467,0.7278000116348267,1.0237009525299072,5.536672592163086
11,0.9326500296592712,0.18887725472450256,0.7124000191688538,1.158202052116394,5.516951084136963
12,0.9434750080108643,0.161744624376297,0.6651999950408936,1.5694952011108398,5.567768573760986
13,0.9514250159263611,0.13797588646411896,0.7325000166893005,1.1441961526870728,5.5400848388671875
14,0.9557750225067139,0.12660609185695648,0.7182000279426575,1.1973896026611328,5.526765823364258
15,0.958050012588501,0.11919550597667694,0.7228000164031982,1.228819489479065,5.498519659042358
16,0.9631500244140625,0.1054411232471466,0.7142999768257141,1.3544604778289795,5.551706552505493
17,0.9666249752044678,0.09613201022148132,0.6991000175476074,1.514467716217041,5.506120443344116
18,0.9678249955177307,0.090627022087574,0.7390999794006348,1.16517972946167,5.482527732849121
19,0.9691500067710876,0.08781594038009644,0.7383000254631042,1.25446355342865,5.498972177505493
20,0.9690250158309937,0.0864308699965477,0.7354999780654907,1.2657949924468994,5.509990215301514
21,0.9725499749183655,0.07817887514829636,0.7103000283241272,1.474920392036438,5.382678985595703
22,0.9758999943733215,0.07089851796627045,0.7196000218391418,1.4243460893630981,5.532304763793945
23,0.973924994468689,0.07441119104623795,0.7716000080108643,1.028158187866211,5.525543451309204
24,0.9757500290870667,0.06823889911174774,0.70169997215271,1.6127984523773193,5.395732402801514
25,0.9781500101089478,0.06315247714519501,0.7049999833106995,1.6069774627685547,5.465413570404053
26,0.9743499755859375,0.07252631336450577,0.7764000296592712,1.0592260360717773,5.499054193496704
27,0.9825249910354614,0.051264312118291855,0.7455000281333923,1.3778570890426636,5.5181615352630615
28,0.9804750084877014,0.05541473254561424,0.7163000106811523,1.5502489805221558,5.512179136276245
29,0.9805499911308289,0.05773836746811867,0.754800021648407,1.2192797660827637,5.495506763458252
30,0.9815000295639038,0.054431989789009094,0.6370000243186951,2.620877265930176,5.445005178451538
31,0.9810000061988831,0.05705444887280464,0.7278000116348267,1.494430661201477,5.431519508361816
32,0.9840499758720398,0.04551586136221886,0.6840999722480774,2.368476390838623,5.44378662109375
33,0.9807500243186951,0.057238224893808365,0.7635999917984009,1.293078899383545,5.441200494766235
34,0.9862750172615051,0.04000786319375038,0.6924999952316284,2.036079168319702,5.4443347454071045
35,0.9804250001907349,0.055979613214731216,0.7682999968528748,1.2802343368530273,5.589351177215576
36,0.9842249751091003,0.04558452218770981,0.7594000101089478,1.3211597204208374,5.467043399810791
37,0.9868249893188477,0.039192818105220795,0.7695000171661377,1.2876999378204346,5.354323625564575
38,0.9831249713897705,0.04726458713412285,0.7419000267982483,1.5916342735290527,5.4336607456207275
39,0.9828500151634216,0.04804401099681854,0.7444999814033508,1.4547597169876099,5.420029640197754
40,0.9865000247955322,0.038587894290685654,0.772599995136261,1.2881858348846436,5.337750196456909
41,0.9871749877929688,0.03717546537518501,0.7293000221252441,1.5820361375808716,5.502682447433472
42,0.9850249886512756,0.04300953447818756,0.7113000154495239,1.8562164306640625,5.501625299453735
43,0.9855499863624573,0.04196449741721153,0.7263000011444092,1.707443356513977,5.504143953323364
44,0.9878749847412109,0.03517097607254982,0.7570000290870667,1.391400933265686,5.491847515106201
45,0.9866750240325928,0.03651685640215874,0.7756999731063843,1.3151512145996094,5.4895501136779785
46,0.9873250126838684,0.03670107573270798,0.7818999886512756,1.2179404497146606,5.499435901641846
47,0.989549994468689,0.029823800548911095,0.7576000094413757,1.5377708673477173,5.246645927429199
48,0.9878249764442444,0.034864045679569244,0.7355999946594238,1.7448593378067017,5.295567274093628
49,0.9866499900817871,0.03785908222198486,0.7425000071525574,1.6590548753738403,5.484706401824951
50,0.9886999726295471,0.03179548308253288,0.7576000094413757,1.4846467971801758,5.50603985786438
51,0.9884999990463257,0.03396149352192879,0.7427999973297119,1.6693898439407349,5.286293983459473
52,0.9890499711036682,0.03112930618226528,0.777999997138977,1.3329474925994873,5.325554609298706
53,0.9888749718666077,0.0328621044754982,0.7623000144958496,1.4703965187072754,5.335521221160889
54,0.9882000088691711,0.03443639352917671,0.7512999773025513,1.5061537027359009,5.3243114948272705
55,0.9907249808311462,0.029070360586047173,0.7666000127792358,1.4467954635620117,5.298303842544556
56,0.9886000156402588,0.03290199115872383,0.7669000029563904,1.417049765586853,5.315601110458374
57,0.9900000095367432,0.027786293998360634,0.7538999915122986,1.5227231979370117,5.313262701034546
58,0.9909250140190125,0.027252353727817535,0.7666000127792358,1.4242424964904785,5.479567527770996
59,0.9881250262260437,0.03170321509242058,0.7490000128746033,1.7388099431991577,5.300273895263672
60,0.9900500178337097,0.02972864732146263,0.7476999759674072,1.598022222518921,5.295918703079224
61,0.9914000034332275,0.025097250938415527,0.7728000283241272,1.4468361139297485,5.253190040588379
62,0.9897249937057495,0.02905840240418911,0.7698000073432922,1.4142099618911743,5.304391622543335
63,0.9888499975204468,0.029929760843515396,0.7577000260353088,1.507585048675537,5.296026945114136
64,0.9901750087738037,0.02762109972536564,0.7566999793052673,1.5438060760498047,5.506586790084839
65,0.9923999905586243,0.021583225578069687,0.7739999890327454,1.3523308038711548,5.4752562046051025
66,0.9894750118255615,0.030524801462888718,0.7670000195503235,1.4065399169921875,5.492764472961426
67,0.9917749762535095,0.025465533137321472,0.7570000290870667,1.6111279726028442,5.497772693634033
68,0.9918249845504761,0.02489992417395115,0.7889000177383423,1.2440149784088135,5.296384572982788
69,0.9904249906539917,0.026612957939505577,0.7828999757766724,1.3631035089492798,5.496965646743774
70,0.9921000003814697,0.024822412058711052,0.7407000064849854,1.7236037254333496,5.51386022567749
71,0.9927250146865845,0.021811727434396744,0.7871000170707703,1.3980733156204224,5.254509925842285
72,0.9929749965667725,0.020406153053045273,0.7477999925613403,1.7131500244140625,5.29475998878479
73,0.9904749989509583,0.026929378509521484,0.7853999733924866,1.3096667528152466,5.252442359924316
74,0.9926999807357788,0.02103109285235405,0.7688000202178955,1.5605340003967285,5.294336795806885
75,0.9925500154495239,0.02300785295665264,0.7752000093460083,1.462888240814209,5.311201333999634
76,0.9918749928474426,0.02416788600385189,0.7731000185012817,1.4805701971054077,5.519476652145386
77,0.9922999739646912,0.022103771567344666,0.7903000116348267,1.315797209739685,5.5134618282318115
78,0.9918249845504761,0.024565765634179115,0.7807000279426575,1.3680660724639893,5.364011764526367
79,0.9942499995231628,0.01614476554095745,0.7865999937057495,1.3560928106307983,5.488997459411621
80,0.9924499988555908,0.02101428620517254,0.7664999961853027,1.4464224576950073,5.52278995513916
81,0.9925000071525574,0.023380950093269348,0.7567999958992004,1.6897900104522705,5.497049331665039
82,0.9918749928474426,0.021936548873782158,0.7703999876976013,1.53144371509552,5.427368879318237
83,0.9936249852180481,0.018316930159926414,0.7541000247001648,1.7111620903015137,5.444319486618042
84,0.9916250109672546,0.02388540282845497,0.7472000122070312,1.8175746202468872,5.420406818389893
85,0.9937000274658203,0.018489597365260124,0.7720000147819519,1.532007098197937,5.440903663635254
86,0.9935500025749207,0.018319405615329742,0.7802000045776367,1.4352521896362305,5.4216320514678955
87,0.9902250170707703,0.027973126620054245,0.7745000123977661,1.451523780822754,5.517164945602417
88,0.9947249889373779,0.015611710026860237,0.7821999788284302,1.3436287641525269,5.453039646148682
89,0.9942499995231628,0.016474075615406036,0.775600016117096,1.5079388618469238,5.470832347869873
90,0.9922999739646912,0.02335294522345066,0.7631000280380249,1.5535577535629272,5.418451547622681
91,0.9934499859809875,0.017939725890755653,0.7900000214576721,1.3789947032928467,5.4101221561431885
92,0.9942749738693237,0.01671847142279148,0.7797999978065491,1.3951696157455444,5.423217296600342
93,0.9918500185012817,0.023507501929998398,0.777899980545044,1.391777515411377,5.3275041580200195
94,0.9950000047683716,0.014862904325127602,0.7692999839782715,1.5365954637527466,5.332885265350342
95,0.9947249889373779,0.014853800646960735,0.7631000280380249,1.619933843612671,5.356730222702026
96,0.9935250282287598,0.01980583183467388,0.7703999876976013,1.5617319345474243,5.335095167160034
97,0.9933249950408936,0.02004745788872242,0.7825999855995178,1.3454296588897705,5.271078109741211
98,0.9948499798774719,0.015617123804986477,0.7504000067710876,1.8407282829284668,5.262051343917847
99,0.9928500056266785,0.019922330975532532,0.7789000272750854,1.4768991470336914,5.354887008666992
