backend,model,complexity,precision,seed,epochs,first_epoch_time,median_epoch_time
tf-keras,cnn,simple,bf16,45,100,6.0754,1.243
tf-keras,cnn,simple,mixed_fp16,45,100,7.133,1.306
tf-keras,cnn,simple,mixed_bf16,45,100,6.7052,1.2476
tf-keras,lstm,simple,fp32,45,100,5.4506,1.8548
tf-keras,lstm,simple,fp16,45,100,5.6619,1.6815
tf-keras,lstm,simple,mixed_fp16,45,100,5.7032,1.8542
tf-keras,lstm,simple,mixed_bf16,45,100,5.0636,1.9506
torch-keras,mlp,simple,fp32,45,100,5.5487,4.8684
torch-keras,mlp,simple,fp16,45,100,5.9188,4.9573
torch-keras,mlp,simple,bf16,45,100,5.9212,5.2658
torch-keras,mlp,simple,mixed_fp16,45,100,7.1212,6.1719
torch-keras,mlp,simple,mixed_bf16,45,100,6.1468,5.0265
torch-keras,cnn,simple,fp32,45,100,6.946,6.2411
torch-keras,cnn,simple,fp16,45,100,6.8909,6.4401
torch-keras,cnn,simple,bf16,45,100,7.0218,5.9709
torch-keras,cnn,simple,mixed_fp16,45,100,8.4413,7.6903
torch-keras,cnn,simple,mixed_bf16,45,100,7.1405,6.9843
torch-keras,lstm,simple,fp32,45,100,41.5745,40.5528
torch,mlp,simple,fp16,45,100,2.0296,1.5727
torch,mlp,simple,bf16,45,100,2.1314,1.6421
torch,mlp,simple,mixed_fp16,45,100,2.4783,1.9295
torch,mlp,simple,mixed_bf16,45,100,2.4054,2.1066
torch,cnn,simple,fp32,45,100,2.6873,2.4248
torch,cnn,simple,fp16,45,100,2.7761,2.3169
torch,cnn,simple,bf16,45,100,2.7624,2.5816
torch,cnn,simple,mixed_fp16,45,100,3.0734,3.2529
torch,cnn,simple,mixed_bf16,45,100,3.7857,2.5885
torch,lstm,simple,fp32,45,100,1.0483,0.6651
torch,lstm,simple,fp16,45,100,1.0313,0.6841
torch,lstm,simple,bf16,45,100,11.4456,10.5346
torch,lstm,simple,mixed_fp16,45,100,1.2968,0.8999
torch,lstm,simple,mixed_bf16,45,100,1.4193,0.8811
jax,mlp,complex,fp32,45,100,13.2968,4.5179
jax,mlp,complex,fp16,45,100,12.1615,3.6987
jax,mlp,complex,bf16,45,100,13.7977,3.8745
jax,mlp,complex,mixed_fp16,45,100,13.4897,4.4187
jax,mlp,complex,mixed_bf16,45,100,14.2993,4.7233
jax,cnn,complex,fp32,45,100,13.9468,5.9062
jax,cnn,complex,fp16,45,100,15.3045,5.813
jax,cnn,complex,bf16,45,100,13.4798,5.7896
jax,cnn,complex,mixed_fp16,45,100,19.7576,6.2193
jax,cnn,complex,mixed_bf16,45,100,17.0393,6.2699
jax,lstm,complex,fp32,45,100,26.3265,9.3257
jax,lstm,complex,mixed_fp16,45,100,28.0511,8.0353
jax,lstm,complex,mixed_bf16,45,100,28.8732,8.5595
jax-keras,mlp,complex,fp32,45,100,18.3461,1.5131
jax-keras,mlp,complex,fp16,45,100,12.8252,1.5046
jax-keras,mlp,complex,bf16,45,100,14.7198,1.6554
jax-keras,mlp,complex,mixed_fp16,45,100,14.9533,1.9055
jax-keras,mlp,complex,mixed_bf16,45,100,13.5042,1.3993
jax-keras,cnn,complex,fp32,45,100,19.3973,5.4388
jax-keras,cnn,complex,fp16,45,100,19.2211,4.4151
jax-keras,cnn,complex,bf16,45,100,20.3795,4.6711
jax-keras,cnn,complex,mixed_fp16,45,100,21.3543,5.4485
jax-keras,cnn,complex,mixed_bf16,45,100,19.9312,4.8473
jax-keras,lstm,complex,fp32,45,100,24.9424,6.3869
jax-keras,lstm,complex,mixed_fp16,45,100,23.8228,5.5959
jax-keras,lstm,complex,mixed_bf16,45,100,23.3969,5.807
tf-keras,mlp,complex,fp32,45,100,17.9328,1.5362
tf-keras,mlp,complex,fp16,45,100,17.0373,1.5664
tf-keras,mlp,complex,bf16,45,100,17.0418,1.442
tf-keras,mlp,complex,mixed_fp16,45,100,20.57,1.5073
tf-keras,mlp,complex,mixed_bf16,45,100,19.0401,1.4888
tf-keras,cnn,complex,fp32,45,100,22.9371,5.7565
tf-keras,cnn,complex,fp16,45,100,23.5778,4.5197
tf-keras,cnn,complex,bf16,45,100,24.4692,4.6461
tf-keras,cnn,complex,mixed_fp16,45,100,26.7317,4.6087
tf-keras,cnn,complex,mixed_bf16,45,100,24.4442,4.8818
tf-keras,lstm,complex,fp32,45,100,9.8396,4.3167
tf-keras,lstm,complex,fp16,45,100,14.7119,3.846
tf-keras,lstm,complex,mixed_fp16,45,100,10.3022,3.8724
tf-keras,lstm,complex,mixed_bf16,45,100,9.4321,4.3734
torch-keras,mlp,complex,fp32,45,100,9.1733,8.4462
torch-keras,mlp,complex,fp16,45,100,8.9235,8.3758
torch-keras,mlp,complex,bf16,45,100,9.2283,8.3609
torch-keras,mlp,complex,mixed_fp16,45,100,12.5538,10.9553
torch-keras,mlp,complex,mixed_bf16,45,100,9.6334,8.7833
torch-keras,cnn,complex,fp32,45,100,41.7099,38.4258
torch-keras,cnn,complex,fp16,45,100,44.6876,43.6274
torch-keras,cnn,complex,bf16,45,100,44.6535,43.0193
torch-keras,cnn,complex,mixed_fp16,45,100,50.1541,46.4588
torch-keras,cnn,complex,mixed_bf16,45,100,44.0731,42.2868
torch-keras,lstm,complex,fp32,45,100,62.5885,58.9982
torch-keras,lstm,complex,mixed_fp16,45,100,76.7567,71.7523
torch-keras,lstm,complex,mixed_bf16,45,100,74.403,72.1762
torch,mlp,complex,fp32,45,100,3.8321,3.1594
torch,mlp,complex,fp16,45,100,3.8698,3.1994
torch,mlp,complex,bf16,45,100,3.5617,3.195
torch,mlp,complex,mixed_fp16,45,100,5.0815,3.8341
torch,mlp,complex,mixed_bf16,45,100,5.1612,4.048
torch,cnn,complex,fp32,45,100,9.5919,9.007
torch,cnn,complex,fp16,45,100,9.9854,9.1803
torch,cnn,complex,bf16,45,100,9.6868,9.3879
torch,cnn,complex,mixed_fp16,45,100,11.1571,10.1385
torch,cnn,complex,mixed_bf16,45,100,11.8501,10.7478
torch,lstm,complex,fp32,45,100,2.705,2.6029
torch,lstm,complex,fp16,45,100,2.1111,1.8559
torch,lstm,complex,bf16,45,100,17.0758,16.2642
torch,lstm,complex,mixed_fp16,45,100,2.3561,2.1474
torch,lstm,complex,mixed_bf16,45,100,2.4453,2.1969
torch-keras,lstm,simple,mixed_fp16,45,100,48.0447,47.2785
torch-keras,lstm,simple,mixed_bf16,45,100,48.5375,47.4676
torch,mlp,simple,fp32,45,100,1.9417,1.5695
jax,mlp,simple,fp32,46,100,5.338,2.1222
jax,mlp,simple,fp16,46,100,5.5486,2.1431
jax,mlp,simple,bf16,46,100,5.7199,2.0549
jax,mlp,simple,mixed_fp16,46,100,6.3415,2.8256
jax,mlp,simple,mixed_bf16,46,100,6.531,2.8959
jax,cnn,simple,fp32,46,100,6.3919,2.4818
jax,cnn,simple,fp16,46,100,5.991,2.7511
jax,cnn,simple,bf16,46,100,6.2193,2.4369
jax,cnn,simple,mixed_fp16,46,100,7.8001,3.5256
jax,cnn,simple,mixed_bf16,46,100,6.8758,3.0454
jax,lstm,simple,fp32,46,100,8.7619,3.7726
jax,lstm,simple,mixed_fp16,46,100,10.1624,3.3701
jax,lstm,simple,mixed_bf16,46,100,10.328,3.5933
jax-keras,mlp,simple,fp32,46,100,5.5012,1.2331
jax-keras,mlp,simple,fp16,46,100,5.3563,1.1488
jax-keras,mlp,simple,bf16,46,100,5.5742,1.1649
jax-keras,mlp,simple,mixed_fp16,46,100,5.559,1.3368
jax-keras,mlp,simple,mixed_bf16,46,100,5.1943,1.1534
jax-keras,cnn,simple,fp32,46,100,7.0558,1.6064
jax-keras,cnn,simple,fp16,46,100,6.192,1.5418
jax-keras,cnn,simple,bf16,46,100,6.7703,1.6843
jax-keras,cnn,simple,mixed_fp16,46,100,6.9204,2.2543
jax-keras,cnn,simple,mixed_bf16,46,100,6.7533,1.8808
jax-keras,lstm,simple,fp32,46,100,7.905,3.0753
jax-keras,lstm,simple,mixed_fp16,46,100,9.046,2.8307
jax-keras,lstm,simple,mixed_bf16,46,100,8.911,3.0815
tf-keras,mlp,simple,fp32,46,100,5.4887,1.1668
tf-keras,mlp,simple,fp16,46,100,5.7568,1.2375
tf-keras,mlp,simple,bf16,46,100,5.9604,1.2727
tf-keras,mlp,simple,mixed_fp16,46,100,6.2142,1.1818
tf-keras,mlp,simple,mixed_bf16,46,100,5.8217,1.1881
tf-keras,cnn,simple,fp32,46,100,6.8994,1.57
tf-keras,cnn,simple,fp16,46,100,6.0683,1.1946
tf-keras,cnn,simple,bf16,46,100,6.1749,1.2216
tf-keras,cnn,simple,mixed_fp16,46,100,7.1789,1.2809
tf-keras,cnn,simple,mixed_bf16,46,100,6.7356,1.2649
tf-keras,lstm,simple,fp32,46,100,5.1774,1.7143
tf-keras,lstm,simple,fp16,46,100,5.7408,1.8555
tf-keras,lstm,simple,mixed_fp16,46,100,5.9246,2.0299
tf-keras,lstm,simple,mixed_bf16,46,100,5.0519,1.7822
torch-keras,mlp,simple,fp32,46,100,5.623,4.94
torch-keras,mlp,simple,fp16,46,100,5.9058,5.1696
torch-keras,mlp,simple,bf16,46,100,5.82,4.966
torch-keras,mlp,simple,mixed_fp16,46,100,7.3395,6.5621
torch-keras,mlp,simple,mixed_bf16,46,100,5.8025,5.261
torch-keras,cnn,simple,fp32,46,100,6.8212,6.1881
torch-keras,cnn,simple,fp16,46,100,7.4358,6.5884
torch-keras,cnn,simple,bf16,46,100,7.1724,6.5702
torch-keras,cnn,simple,mixed_fp16,46,100,8.5749,7.9321
torch-keras,cnn,simple,mixed_bf16,46,100,7.39,7.0983
torch-keras,lstm,simple,fp32,46,100,40.9539,39.6152
torch-keras,lstm,simple,mixed_fp16,46,100,49.3381,47.851
torch-keras,lstm,simple,mixed_bf16,46,100,49.2094,47.7474
torch,mlp,simple,fp32,46,100,1.9369,1.6278
torch,mlp,simple,fp16,46,100,2.0174,1.5829
torch,mlp,simple,bf16,46,100,2.0104,1.6638
torch,mlp,simple,mixed_fp16,46,100,2.4669,1.8613
torch,mlp,simple,mixed_bf16,46,100,2.5088,2.1881
torch,cnn,simple,fp32,46,100,2.773,2.5438
torch,cnn,simple,fp16,46,100,2.8512,2.6362
torch,cnn,simple,bf16,46,100,2.6967,2.0457
torch,cnn,simple,mixed_fp16,46,100,3.0425,2.9816
torch,cnn,simple,mixed_bf16,46,100,3.6178,2.6611
torch,lstm,simple,fp32,46,100,0.8897,0.6354
torch,lstm,simple,fp16,46,100,1.0961,0.635
torch,lstm,simple,bf16,46,100,11.6875,10.6229
torch,lstm,simple,mixed_fp16,46,100,1.2435,0.8327
torch,lstm,simple,mixed_bf16,46,100,1.3217,0.8531
jax,mlp,complex,fp32,46,100,14.6741,4.8073
jax,mlp,complex,fp16,46,100,12.0072,3.6496
jax,mlp,complex,bf16,46,100,12.6673,3.7579
jax,mlp,complex,mixed_fp16,46,100,13.6353,4.7237
jax,mlp,complex,mixed_bf16,46,100,14.3491,4.9027
jax,cnn,complex,fp32,46,100,13.798,5.8745
jax,cnn,complex,fp16,46,100,16.1335,5.917
jax,cnn,complex,bf16,46,100,13.8513,5.7913
jax,cnn,complex,mixed_fp16,46,100,18.7667,6.0493
jax,cnn,complex,mixed_bf16,46,100,17.5329,6.2416
jax,lstm,complex,fp32,46,100,26.3342,9.3361
jax,lstm,complex,mixed_fp16,46,100,28.0991,8.0002
jax,lstm,complex,mixed_bf16,46,100,28.4795,8.5943
jax-keras,mlp,complex,fp32,46,100,18.6566,1.4249
jax-keras,mlp,complex,fp16,46,100,13.2885,1.4365
jax-keras,mlp,complex,bf16,46,100,14.4226,1.5635
jax-keras,mlp,complex,mixed_fp16,46,100,14.7448,1.7846
jax-keras,mlp,complex,mixed_bf16,46,100,14.2213,1.5783
jax-keras,cnn,complex,fp32,46,100,19.3643,5.2869
jax-keras,cnn,complex,fp16,46,100,19.1554,4.4473
jax-keras,cnn,complex,bf16,46,100,20.7209,4.6548
jax-keras,cnn,complex,mixed_fp16,46,100,21.4266,5.3071
jax-keras,cnn,complex,mixed_bf16,46,100,19.4229,4.9563
jax-keras,lstm,complex,fp32,46,100,25.1528,6.3549
jax-keras,lstm,complex,mixed_fp16,46,100,24.5999,5.6198
jax-keras,lstm,complex,mixed_bf16,46,100,23.5213,5.791
tf-keras,mlp,complex,fp32,46,100,18.7929,1.5859
tf-keras,mlp,complex,fp16,46,100,17.3971,1.4896
tf-keras,mlp,complex,bf16,46,100,16.897,1.4602
tf-keras,mlp,complex,mixed_fp16,46,100,20.7304,1.723
tf-keras,mlp,complex,mixed_bf16,46,100,19.4977,1.4623
tf-keras,cnn,complex,fp32,46,100,22.903,5.467
tf-keras,cnn,complex,fp16,46,100,23.4899,4.5224
tf-keras,cnn,complex,bf16,46,100,24.5087,4.6525
tf-keras,cnn,complex,mixed_fp16,46,100,27.2915,4.8327
tf-keras,cnn,complex,mixed_bf16,46,100,24.0472,4.6572
tf-keras,lstm,complex,fp32,46,100,9.8871,4.1585
tf-keras,lstm,complex,fp16,46,100,14.5813,3.5848
tf-keras,lstm,complex,mixed_fp16,46,100,10.1098,3.7703
tf-keras,lstm,complex,mixed_bf16,46,100,9.3547,4.2902
torch-keras,mlp,complex,fp32,46,100,9.2316,8.1459
torch-keras,mlp,complex,fp16,46,100,9.1794,8.5355
torch-keras,mlp,complex,bf16,46,100,9.439,8.3168
torch-keras,mlp,complex,mixed_fp16,46,100,12.5232,11.2537
torch-keras,mlp,complex,mixed_bf16,46,100,9.8538,8.9818
torch-keras,cnn,complex,fp32,46,100,41.0441,38.8136
torch-keras,cnn,complex,fp16,46,100,44.7273,42.8543
torch-keras,cnn,complex,bf16,46,100,44.7278,43.7737
torch-keras,cnn,complex,mixed_fp16,46,100,48.8246,47.1713
torch-keras,cnn,complex,mixed_bf16,46,100,43.9279,41.4403
torch-keras,lstm,complex,fp32,46,100,62.6687,59.118
torch-keras,lstm,complex,mixed_fp16,46,100,75.3921,72.3847
torch-keras,lstm,complex,mixed_bf16,46,100,72.3732,69.7787
torch,mlp,complex,fp32,46,100,3.6855,3.47
torch,mlp,complex,fp16,46,100,3.5628,3.4037
torch,mlp,complex,bf16,46,100,3.6123,2.9886
torch,mlp,complex,mixed_fp16,46,100,5.114,4.2968
torch,mlp,complex,mixed_bf16,46,100,4.7825,4.1001
torch,cnn,complex,fp32,46,100,9.6977,9.1383
torch,cnn,complex,fp16,46,100,9.9588,9.4385
torch,cnn,complex,bf16,46,100,10.0169,8.8983
torch,cnn,complex,mixed_fp16,46,100,12.1883,10.4898
torch,cnn,complex,mixed_bf16,46,100,11.494,10.4454
torch,lstm,complex,fp32,46,100,2.7651,2.5648
torch,lstm,complex,fp16,46,100,2.0823,1.8315
torch,lstm,complex,bf16,46,100,16.2337,15.8849
torch,lstm,complex,mixed_fp16,46,100,2.4134,2.1028
torch,lstm,complex,mixed_bf16,46,100,2.4688,2.1041
