timestamp,gpu_2_utilization,gpu_2_memory_used,gpu_2_power,epoch
3.0524725914001465,0.0,61325.0,63.94,0.0
5.766150951385498,0.0,61325.0,63.94,0.0
8.468662738800049,0.0,61325.0,64.13,0.0
11.179343461990356,0.0,61325.0,63.16,0.0
14.641233205795288,0.0,61325.0,62.95,
16.90057873725891,0.0,61325.0,62.95,
19.155543327331543,0.0,61325.0,63.26,
22.19535732269287,0.0,61325.0,62.94,
25.4134304523468,0.0,61325.0,63.05,1.0
28.293444871902466,0.0,61325.0,62.95,1.0
31.13891887664795,0.0,61325.0,62.94,1.0
33.990253925323486,0.0,61325.0,62.95,1.0
36.64928078651428,0.0,61325.0,63.05,
38.91471481323242,0.0,61325.0,63.05,
41.20804524421692,0.0,61325.0,62.94,
43.76769304275513,0.0,61325.0,62.95,
46.70054507255554,0.0,61325.0,63.26,2.0
49.515220403671265,0.0,61325.0,63.05,2.0
52.34801506996155,0.0,61325.0,62.65,2.0
55.141361713409424,0.0,61325.0,63.26,2.0
57.79519844055176,0.0,61325.0,62.66,
60.07231378555298,0.0,61325.0,62.55,
62.34132218360901,0.0,61325.0,62.37,
64.90333247184753,0.0,61325.0,63.65,
67.81822729110718,0.0,61325.0,62.45,3.0
70.68591403961182,0.0,61325.0,62.86,3.0
73.52825260162354,0.0,61325.0,62.74,3.0
76.37630033493042,0.0,61325.0,62.75,3.0
79.02633881568909,0.0,61325.0,63.15,
81.32309174537659,0.0,61325.0,62.76,
83.60496401786804,0.0,61325.0,62.76,
86.16801977157593,0.0,61325.0,62.97,
89.0690426826477,0.0,61325.0,63.15,4.0
91.86151266098022,0.0,61325.0,63.06,4.0
94.61702990531921,0.0,61325.0,62.76,4.0
97.46045136451721,0.0,61325.0,62.97,4.0
100.0892186164856,0.0,61325.0,63.05,
102.3663763999939,0.0,61325.0,62.97,
104.6383011341095,0.0,61325.0,63.05,
107.19563865661621,0.0,61325.0,62.95,
110.08190536499023,0.0,61325.0,63.26,5.0
112.83792996406555,0.0,61325.0,63.06,5.0
115.59466981887817,0.0,61325.0,63.06,5.0
118.33058309555054,0.0,61325.0,62.97,5.0
120.95310521125793,0.0,61325.0,62.56,
123.23344373703003,0.0,61325.0,62.76,
125.4959888458252,0.0,61325.0,62.74,
128.04762053489685,0.0,61325.0,63.05,
130.91528391838074,0.0,61325.0,62.76,6.0
133.59520316123962,0.0,61325.0,62.86,6.0
136.27031874656677,0.0,61325.0,62.86,6.0
138.9553084373474,0.0,61325.0,64.05,6.0
141.5638964176178,0.0,61325.0,62.95,
143.8098521232605,0.0,61325.0,62.86,
146.07763648033142,0.0,61325.0,62.95,
148.61589074134827,0.0,61325.0,63.17,
151.49454045295715,0.0,61325.0,63.05,7.0
154.25714778900146,0.0,61325.0,62.97,7.0
156.99369764328003,0.0,61325.0,62.95,7.0
159.73914003372192,0.0,61325.0,63.16,7.0
162.48731303215027,0.0,61325.0,63.06,
164.74145936965942,0.0,61325.0,63.06,
