backend,model_type,model_complexity,epochs,batch_size,seed,gpus,definition_time,training_time,testing_time,gpu_0_memory_total
tf-keras,lstm,simple,100,64,42,0,1.2649173736572266,458.58369755744934,2.658320188522339,24570.0
